hub_question_id,student_id,date_question_asked
8979,275575,2022-06-05
8982,260465,2022-06-06
8986,274564,2022-06-06
8987,264954,2022-06-07
8988,260465,2022-06-07
8990,260465,2022-06-07
8991,261777,2022-06-07
8992,261777,2022-06-07
8995,274209,2022-06-07
8996,274209,2022-06-07
8998,261777,2022-06-08
9003,275129,2022-06-09
9004,275129,2022-06-09
9005,266001,2022-06-09
9006,266001,2022-06-09
9013,273068,2022-06-11
9014,268011,2022-06-11
9018,265176,2022-06-12
9026,260465,2022-06-13
9029,264954,2022-06-13
9030,261777,2022-06-13
9035,268011,2022-06-13
9037,275129,2022-06-13
9038,265176,2022-06-14
9047,261777,2022-06-14
9049,261777,2022-06-14
9050,261777,2022-06-14
9051,275129,2022-06-14
9052,275129,2022-06-14
9053,275129,2022-06-14
9054,270460,2022-06-14
9055,274861,2022-06-14
9065,274861,2022-06-15
9066,277895,2022-06-15
9070,275129,2022-06-16
9074,274861,2022-06-16
9075,274861,2022-06-16
9078,274861,2022-06-16
9082,275129,2022-06-16
9089,277895,2022-06-17
9099,278444,2022-06-19
9100,277782,2022-06-19
9101,277782,2022-06-19
9106,268011,2022-06-20
9107,278444,2022-06-20
9108,272842,2022-06-20
9110,261737,2022-06-20
9123,278642,2022-06-21
9128,275129,2022-06-22
9131,261668,2022-06-23
9132,268011,2022-06-23
9134,279017,2022-06-23
9136,274209,2022-06-23
9137,275834,2022-06-23
9141,275129,2022-06-24
9142,275129,2022-06-24
9144,277398,2022-06-24
9145,268011,2022-06-24
9155,261668,2022-06-25
9156,259262,2022-06-25
9158,279138,2022-06-26
9160,279414,2022-06-27
9164,279028,2022-06-27
9166,274861,2022-06-27
9176,277398,2022-06-28
9184,265588,2022-06-28
9186,274861,2022-06-29
9191,268516,2022-06-29
9198,270738,2022-06-29
9199,270738,2022-06-29
9203,274798,2022-06-30
9204,276765,2022-06-30
9208,275132,2022-06-30
9210,275129,2022-06-30
9215,270075,2022-07-02
9216,275129,2022-07-02
9222,270075,2022-07-03
9224,266811,2022-07-03
9226,270738,2022-07-04
9229,266811,2022-07-04
9232,278875,2022-07-05
9240,270460,2022-07-06
9241,270460,2022-07-06
9242,277084,2022-07-06
9247,265519,2022-07-07
9252,277084,2022-07-08
9253,274825,2022-07-08
9255,274825,2022-07-08
9258,269314,2022-07-10
9259,270738,2022-07-10
9260,275129,2022-07-10
9261,275677,2022-07-11
9265,266012,2022-07-12
9266,266012,2022-07-12
9269,281310,2022-07-12
9270,274861,2022-07-13
9276,268011,2022-07-14
9277,268011,2022-07-14
9279,268011,2022-07-14
9286,274825,2022-07-14
9291,262641,2022-07-14
9294,278642,2022-07-15
9299,274908,2022-07-16
9300,270738,2022-07-16
9301,280121,2022-07-16
9306,268011,2022-07-16
9307,270460,2022-07-16
9312,269741,2022-07-17
9313,269741,2022-07-17
9315,275129,2022-07-17
9316,275129,2022-07-17
9318,270460,2022-07-17
9324,275129,2022-07-18
9329,282061,2022-07-19
9332,278283,2022-07-19
9337,278283,2022-07-19
9346,269204,2022-07-21
9347,269204,2022-07-21
9349,275129,2022-07-21
9353,275542,2022-07-22
9358,275542,2022-07-23
9360,262641,2022-07-23
9362,277084,2022-07-23
9366,275624,2022-07-24
9370,278753,2022-07-25
9371,280249,2022-07-25
9374,276998,2022-07-25
9375,272359,2022-07-25
9380,270460,2022-07-25
9381,282318,2022-07-25
9385,282318,2022-07-26
9386,282318,2022-07-26
9387,271258,2022-07-26
9388,282318,2022-07-26
9391,262641,2022-07-26
9393,276439,2022-07-26
9394,282637,2022-07-27
9399,282318,2022-07-27
9402,260915,2022-07-28
9403,282033,2022-07-28
9404,270179,2022-07-28
9409,282408,2022-07-28
9411,260915,2022-07-28
9414,282318,2022-07-28
9415,282318,2022-07-28
9416,268331,2022-07-28
9417,282919,2022-07-28
9421,259524,2022-07-29
9423,265588,2022-07-30
9424,267662,2022-07-30
9425,283089,2022-07-31
9436,282813,2022-08-01
9441,262641,2022-08-02
9445,261756,2022-08-02
9446,274996,2022-08-03
9447,274996,2022-08-03
9454,262641,2022-08-03
9456,265101,2022-08-03
9460,277242,2022-08-03
9463,269741,2022-08-04
9465,282033,2022-08-04
9473,282779,2022-08-06
9475,284186,2022-08-06
9476,282318,2022-08-07
9481,267959,2022-08-08
9489,278875,2022-08-09
9491,275045,2022-08-09
9492,284610,2022-08-09
9493,282803,2022-08-09
9494,269314,2022-08-10
9499,274798,2022-08-10
9502,282803,2022-08-10
9503,278875,2022-08-10
9504,284487,2022-08-11
9508,268011,2022-08-11
9509,274798,2022-08-11
9510,284907,2022-08-11
9511,280724,2022-08-11
9512,274861,2022-08-11
9517,284907,2022-08-12
9518,284907,2022-08-12
9520,284907,2022-08-12
9521,262641,2022-08-12
9525,278875,2022-08-12
9527,282803,2022-08-12
9528,282803,2022-08-12
9529,282803,2022-08-12
9534,282803,2022-08-13
9535,279779,2022-08-13
9537,282803,2022-08-13
9538,282803,2022-08-13
9539,272378,2022-08-14
9540,282586,2022-08-14
9541,282586,2022-08-14
9542,274861,2022-08-15
9546,283166,2022-08-15
9548,285082,2022-08-15
9549,285589,2022-08-15
9554,268011,2022-08-15
9555,275045,2022-08-16
9558,279726,2022-08-16
9559,279726,2022-08-16
9560,283166,2022-08-16
9561,279726,2022-08-16
9562,283166,2022-08-16
9563,279726,2022-08-16
9564,283166,2022-08-16
9565,275045,2022-08-16
9569,279169,2022-08-16
9571,263576,2022-08-16
9573,275045,2022-08-16
9576,286308,2022-08-16
9577,279726,2022-08-16
9578,286022,2022-08-16
9580,283031,2022-08-17
9581,261714,2022-08-17
9582,261714,2022-08-17
9583,261714,2022-08-17
9589,283089,2022-08-17
9590,260465,2022-08-17
9591,261714,2022-08-17
9592,261714,2022-08-17
9595,281586,2022-08-17
9596,274798,2022-08-17
9597,269540,2022-08-17
9615,281586,2022-08-18
9618,274798,2022-08-18
9619,274798,2022-08-18
9620,274798,2022-08-18
9622,274798,2022-08-18
9625,260345,2022-08-18
9626,275741,2022-08-18
9627,260345,2022-08-18
9628,285670,2022-08-18
9629,284487,2022-08-19
9630,260915,2022-08-19
9633,280613,2022-08-19
9634,275100,2022-08-19
9638,285306,2022-08-21
9641,275045,2022-08-22
9643,268011,2022-08-22
9644,287389,2022-08-22
9645,270606,2022-08-22
9646,274861,2022-08-22
9647,274861,2022-08-22
9648,280121,2022-08-23
9649,261714,2022-08-23
9650,274798,2022-08-23
9655,274861,2022-08-23
9657,276852,2022-08-24
9658,276852,2022-08-24
9659,274996,2022-08-24
9661,284438,2022-08-24
9662,275045,2022-08-24
9663,274798,2022-08-24
9664,274798,2022-08-24
9665,274798,2022-08-24
9668,287861,2022-08-24
9678,274861,2022-08-24
9679,276852,2022-08-24
9680,261714,2022-08-25
9681,261714,2022-08-25
9684,261714,2022-08-25
9687,261714,2022-08-25
9689,284438,2022-08-25
9691,284438,2022-08-25
9694,287993,2022-08-25
9695,284438,2022-08-25
9697,274861,2022-08-25
9702,274798,2022-08-26
9707,274798,2022-08-26
9710,274861,2022-08-26
9712,268011,2022-08-27
9714,288378,2022-08-28
9715,282467,2022-08-28
9716,288446,2022-08-28
9720,275045,2022-08-29
9731,275045,2022-08-29
9733,274861,2022-08-29
9734,274861,2022-08-29
9735,283154,2022-08-29
9736,265588,2022-08-30
9737,266332,2022-08-30
9747,286529,2022-08-30
9749,282758,2022-08-31
9750,271326,2022-08-31
9751,263825,2022-08-31
9764,282758,2022-08-31
9765,274861,2022-09-01
9768,274861,2022-09-02
9769,282758,2022-09-02
9770,274861,2022-09-02
9771,274861,2022-09-02
9773,275045,2022-09-04
9776,260465,2022-09-05
9779,289436,2022-09-05
9783,289636,2022-09-06
9786,287688,2022-09-07
9789,288909,2022-09-08
9791,260754,2022-09-08
9792,274861,2022-09-08
9793,274861,2022-09-08
9794,274861,2022-09-08
9795,284438,2022-09-09
9797,275132,2022-09-09
9798,280613,2022-09-09
9806,289636,2022-09-10
9807,267064,2022-09-10
9811,260754,2022-09-11
9817,275045,2022-09-12
9819,267064,2022-09-12
9824,267064,2022-09-13
9825,274861,2022-09-13
9826,289047,2022-09-14
9827,284438,2022-09-14
9830,277562,2022-09-14
9831,277562,2022-09-14
9832,277562,2022-09-14
9842,260813,2022-09-15
9843,268420,2022-09-15
9846,280613,2022-09-15
9848,274861,2022-09-15
9849,278875,2022-09-15
9850,271326,2022-09-16
9854,280613,2022-09-16
9855,280613,2022-09-16
9861,271326,2022-09-16
9864,289047,2022-09-16
9868,274861,2022-09-16
9872,284438,2022-09-17
9876,278875,2022-09-17
9878,263496,2022-09-18
9882,269013,2022-09-19
9883,271338,2022-09-19
9884,273630,2022-09-19
9889,284438,2022-09-20
9895,268287,2022-09-21
9898,284438,2022-09-21
9904,273630,2022-09-21
9906,288909,2022-09-21
9908,288315,2022-09-22
9911,260646,2022-09-22
9916,263496,2022-09-22
9917,280121,2022-09-23
9919,263496,2022-09-23
9920,280148,2022-09-23
9921,260646,2022-09-23
9924,260813,2022-09-23
9925,290932,2022-09-23
9927,278875,2022-09-24
9928,274861,2022-09-24
9929,291836,2022-09-24
9931,284482,2022-09-25
9932,284482,2022-09-25
9933,284482,2022-09-25
9934,288909,2022-09-25
9935,284438,2022-09-25
9937,274861,2022-09-25
9938,275132,2022-09-25
9947,284438,2022-09-26
9952,274433,2022-09-26
9961,271991,2022-09-26
9965,289910,2022-09-26
9966,272359,2022-09-26
9967,275132,2022-09-26
9968,272359,2022-09-26
9969,260813,2022-09-26
9976,268990,2022-09-27
9977,291823,2022-09-27
9981,286834,2022-09-27
9984,289820,2022-09-27
9986,275132,2022-09-27
9987,289686,2022-09-27
9989,266001,2022-09-27
9993,266001,2022-09-27
9994,274861,2022-09-28
9995,274861,2022-09-28
9996,286834,2022-09-28
9997,286834,2022-09-28
9999,272359,2022-09-28
10001,266001,2022-09-28
10007,275132,2022-09-28
10008,275132,2022-09-28
10009,266001,2022-09-28
10017,266001,2022-09-28
10018,272359,2022-09-28
10019,274861,2022-09-28
10020,274861,2022-09-28
10021,274861,2022-09-28
10022,274861,2022-09-28
10024,272359,2022-09-28
10025,274861,2022-09-28
10027,280121,2022-09-29
10028,277866,2022-09-29
10037,274861,2022-09-29
10047,288909,2022-09-29
10052,274861,2022-09-29
10055,274861,2022-09-29
10056,280121,2022-09-29
10058,285776,2022-09-29
10059,275132,2022-09-29
10060,272359,2022-09-29
10061,278875,2022-09-30
10062,277866,2022-09-30
10065,285776,2022-09-30
10070,282575,2022-09-30
10073,284438,2022-09-30
10080,278875,2022-09-30
10093,274861,2022-09-30
10095,274861,2022-09-30
10097,274861,2022-09-30
10098,275132,2022-09-30
10099,275132,2022-09-30
10101,274861,2022-09-30
10102,278875,2022-09-30
10104,292689,2022-10-01
10105,273630,2022-10-01
10106,289047,2022-10-01
10109,274861,2022-10-01
10110,274861,2022-10-01
10111,274861,2022-10-01
10115,278875,2022-10-01
10117,284438,2022-10-01
10118,272359,2022-10-01
10121,272909,2022-10-01
10124,292627,2022-10-02
10125,274861,2022-10-02
10126,284438,2022-10-02
10127,292815,2022-10-02
10130,284438,2022-10-03
10132,292815,2022-10-03
10146,266001,2022-10-03
10152,274861,2022-10-03
10154,280121,2022-10-04
10160,266065,2022-10-04
10163,291823,2022-10-04
10165,284438,2022-10-04
10169,274552,2022-10-04
10170,274552,2022-10-04
10172,284438,2022-10-04
10173,266001,2022-10-04
10174,292862,2022-10-04
10176,274861,2022-10-04
10177,274861,2022-10-04
10178,290496,2022-10-04
10179,290496,2022-10-04
10180,274861,2022-10-04
10181,263496,2022-10-04
10184,282977,2022-10-05
10185,282977,2022-10-05
10187,284438,2022-10-05
10188,284438,2022-10-05
10199,280121,2022-10-05
10200,293437,2022-10-05
10201,274861,2022-10-05
10202,267064,2022-10-05
10203,266001,2022-10-06
10204,288909,2022-10-06
10205,288909,2022-10-06
10206,284438,2022-10-06
10208,285411,2022-10-06
10210,278972,2022-10-06
10214,291823,2022-10-07
10227,293806,2022-10-08
10232,284438,2022-10-08
10234,293541,2022-10-09
10236,291706,2022-10-09
10237,284482,2022-10-09
10238,274861,2022-10-09
10240,284438,2022-10-09
10245,282121,2022-10-09
10246,274663,2022-10-10
10253,284438,2022-10-10
10254,284438,2022-10-10
10255,292862,2022-10-10
10256,288909,2022-10-10
10260,288909,2022-10-10
10264,284438,2022-10-10
10271,274861,2022-10-10
10272,282575,2022-10-10
10273,292965,2022-10-10
10277,282121,2022-10-11
10278,265588,2022-10-11
10279,284438,2022-10-11
10293,274861,2022-10-11
10294,274861,2022-10-11
10298,277398,2022-10-12
10299,294330,2022-10-12
10304,266001,2022-10-12
10308,266001,2022-10-12
10310,291606,2022-10-12
10311,261682,2022-10-12
10317,261682,2022-10-13
10323,266001,2022-10-13
10324,280121,2022-10-13
10325,280121,2022-10-13
10326,265588,2022-10-13
10327,280121,2022-10-14
10331,274433,2022-10-14
10332,259767,2022-10-14
10333,293109,2022-10-14
10337,286834,2022-10-15
10338,286834,2022-10-15
10339,291769,2022-10-15
10340,284438,2022-10-15
10342,266001,2022-10-15
10344,266001,2022-10-15
10345,261737,2022-10-16
10348,292406,2022-10-16
10349,274564,2022-10-16
10350,288088,2022-10-17
10351,276598,2022-10-17
10352,292862,2022-10-17
10353,261737,2022-10-17
10355,266001,2022-10-17
10361,266001,2022-10-17
10362,266001,2022-10-17
10363,266001,2022-10-17
10378,272234,2022-10-18
10379,277834,2022-10-19
10380,277834,2022-10-19
10384,289048,2022-10-19
10386,287473,2022-10-19
10387,287473,2022-10-19
10388,291121,2022-10-19
10404,274798,2022-10-20
10407,288098,2022-10-20
