quiz_id,question_id,answer_id,answer_correct
77,88,361,n
77,88,362,y
77,88,363,n
77,89,364,n
77,89,365,y
77,89,366,n
77,89,367,n
78,90,368,y
78,90,369,n
78,90,370,n
78,90,371,n
79,91,372,n
79,91,373,n
79,91,374,n
79,91,375,y
79,92,376,y
79,92,377,n
79,92,378,n
79,92,379,n
79,93,380,n
79,93,381,y
79,93,382,n
79,93,383,n
80,94,384,n
80,94,385,n
80,94,386,y
80,94,387,n
80,95,388,n
80,95,389,n
80,95,390,n
80,95,391,y
81,96,392,n
81,96,393,n
81,96,394,n
81,96,395,y
81,97,396,n
81,97,397,n
81,97,398,n
81,97,399,y
81,98,400,n
81,98,401,n
81,98,402,n
81,98,403,y
82,99,404,n
82,99,405,y
82,99,406,n
82,99,407,n
82,100,408,n
82,100,409,n
82,100,410,n
82,100,411,y
83,101,412,n
83,101,413,n
83,101,414,n
83,101,415,y
84,102,416,n
84,102,417,n
84,102,418,y
84,102,419,n
84,103,420,y
84,103,421,n
84,103,422,n
84,103,423,n
85,104,424,y
85,104,425,n
85,104,426,n
85,104,427,n
86,105,428,n
86,105,429,n
86,105,430,y
86,105,431,n
87,106,432,n
87,106,433,y
87,106,434,n
87,106,435,n
88,107,436,n
88,107,437,n
88,107,438,n
88,107,439,y
89,108,440,n
89,108,441,n
89,108,442,y
89,108,443,n
90,109,444,y
90,109,445,n
90,109,446,n
90,109,447,n
91,110,448,n
91,110,449,y
91,110,450,n
91,110,451,n
91,111,452,n
91,111,453,n
91,111,454,n
91,111,455,y
91,112,456,n
91,112,457,n
91,112,458,n
91,112,459,y
92,113,460,n
92,113,461,y
92,113,462,n
92,113,463,n
92,114,464,n
92,114,465,n
92,114,466,n
92,114,467,y
92,115,468,n
92,115,469,n
92,115,470,n
92,115,471,y
93,116,472,n
93,116,473,n
93,116,474,y
93,116,475,n
93,117,476,n
93,117,477,y
93,117,478,n
93,117,479,n
94,118,480,n
94,118,481,n
94,118,482,n
94,118,483,y
94,119,484,n
94,119,485,y
94,119,486,n
94,119,487,n
95,120,488,y
95,120,489,n
95,120,490,n
95,120,491,n
95,121,492,n
95,121,493,n
95,121,494,y
95,121,495,n
95,122,496,n
95,122,497,y
95,122,498,n
95,122,499,n
96,123,500,n
96,123,501,n
96,123,502,y
96,123,503,n
97,124,504,n
97,124,505,n
97,124,506,y
97,124,507,n
98,125,508,y
98,125,509,n
98,125,510,n
98,125,511,n
98,126,512,n
98,126,513,n
98,126,514,y
98,126,515,n
99,127,516,n
99,127,517,n
99,127,518,n
99,127,519,y
99,128,520,y
99,128,521,n
99,128,522,n
99,128,523,n
99,129,524,n
99,129,525,y
99,129,526,n
99,129,527,n
100,130,528,y
100,130,529,n
100,130,530,n
100,130,531,n
101,131,532,n
101,131,533,y
101,131,534,n
101,131,535,n
102,132,536,n
102,132,537,n
102,132,538,y
102,132,539,n
102,133,540,y
102,133,541,n
102,133,542,n
102,133,543,n
102,134,544,n
102,134,545,n
102,134,546,n
102,134,547,y
103,135,548,n
103,135,549,n
103,135,550,y
103,135,551,n
103,136,552,n
103,136,553,n
103,136,554,y
103,136,555,n
104,137,556,y
104,137,557,n
105,138,558,n
105,138,559,y
105,139,560,y
105,139,561,n
106,140,562,n
106,140,563,n
106,140,564,y
106,140,565,n
106,141,566,n
106,141,567,n
106,141,568,y
106,141,569,n
107,142,570,y
107,142,571,n
107,142,572,n
107,142,573,n
108,143,574,n
108,143,575,y
108,143,576,n
108,143,577,n
108,144,578,y
108,144,579,n
108,144,580,n
108,144,581,n
108,145,582,n
108,145,583,n
108,145,584,n
108,145,585,y
109,146,586,y
109,146,587,n
109,146,588,n
110,147,589,y
110,147,590,n
110,147,591,n
110,147,592,n
111,148,593,n
111,148,594,n
111,148,595,y
111,148,596,n
111,149,597,n
111,149,598,n
111,149,599,n
111,149,600,y
112,150,601,n
112,150,602,n
112,150,603,y
112,150,604,n
113,151,605,n
113,151,606,y
113,151,607,n
113,151,608,n
113,152,609,n
113,152,610,y
113,152,611,n
113,152,612,n
113,153,613,n
113,153,614,y
113,153,615,n
113,153,616,n
114,154,617,n
114,154,618,n
114,154,619,y
114,154,620,n
115,155,621,y
115,155,622,n
115,156,623,n
115,156,624,n
115,156,625,y
115,156,626,n
116,157,627,y
116,157,628,n
116,157,629,n
116,157,630,n
117,158,631,n
117,158,632,n
117,158,633,n
117,158,634,y
118,159,635,n
118,159,636,n
118,159,637,n
118,159,638,y
118,160,639,n
118,160,640,n
118,160,641,n
118,160,642,y
119,161,643,y
119,161,644,n
119,161,645,n
119,161,646,n
150,162,647,n
150,162,648,n
150,162,649,y
154,163,650,y
154,163,651,n
154,163,652,n
155,164,653,n
155,164,654,y
155,164,655,n
157,165,656,n
157,165,657,n
157,165,658,y
152,166,659,n
152,166,660,n
152,166,661,y
152,167,662,n
152,167,663,n
152,167,664,y
158,168,665,n
158,168,666,n
158,168,667,y
149,169,668,y
149,169,669,n
149,169,670,n
149,170,671,y
149,170,672,n
149,170,673,n
151,171,674,n
151,171,675,n
151,171,676,y
156,172,677,n
156,172,678,y
156,172,679,n
151,173,680,n
151,173,681,n
151,173,682,y
153,174,683,n
153,174,684,n
153,174,685,y
156,175,686,n
156,175,687,y
156,175,688,n
172,176,689,y
172,176,690,n
172,176,691,n
172,176,692,n
164,177,693,n
164,177,694,n
164,177,695,y
164,177,696,n
176,178,697,n
176,178,698,n
176,178,699,y
176,178,700,n
172,179,701,n
172,179,702,n
172,179,703,y
172,179,704,n
173,180,705,y
173,180,706,n
173,180,707,n
173,180,708,n
160,181,709,n
160,181,710,y
160,181,711,n
160,181,712,n
166,182,713,n
166,182,714,n
166,182,715,y
166,182,716,n
170,183,717,n
170,183,718,n
170,183,719,y
170,183,720,n
161,184,721,n
161,184,722,n
161,184,723,y
161,184,724,n
175,185,725,y
175,185,726,n
175,185,727,n
175,185,728,n
167,186,729,n
167,186,730,n
167,186,731,y
167,186,732,n
169,187,733,n
169,187,734,n
169,187,735,n
169,187,736,y
161,188,737,n
161,188,738,y
161,188,739,n
161,188,740,n
159,189,741,n
159,189,742,n
159,189,743,n
159,189,744,y
182,190,745,y
182,190,746,n
182,190,747,n
182,190,748,n
168,191,749,n
168,191,750,n
168,191,751,y
168,191,752,n
187,192,753,n
187,192,754,y
187,192,755,n
187,192,756,n
163,193,757,n
163,193,758,y
163,193,759,n
163,193,760,n
185,194,761,n
185,194,762,y
185,194,763,n
185,194,764,n
184,195,765,n
184,195,766,n
184,195,767,n
184,195,768,y
174,196,769,y
174,196,770,n
174,196,771,n
174,196,772,y
182,197,773,n
182,197,774,n
182,197,775,y
182,197,776,n
177,198,777,n
177,198,778,n
177,198,779,n
177,198,780,y
183,199,781,n
183,199,782,n
183,199,783,y
183,199,784,n
186,200,785,n
186,200,786,y
186,200,787,n
186,200,788,n
188,201,789,n
188,201,790,n
188,201,791,n
188,201,792,y
171,202,793,n
171,202,794,n
171,202,795,n
171,202,796,y
169,203,797,n
169,203,798,n
169,203,799,y
169,203,800,n
179,204,801,n
179,204,802,y
179,204,803,n
179,204,804,n
178,205,805,n
178,205,806,y
178,205,807,n
178,205,808,n
165,206,809,n
165,206,810,y
165,206,811,n
165,206,812,n
159,207,813,n
159,207,814,n
159,207,815,y
159,207,816,n
168,208,817,n
168,208,818,y
168,208,819,n
168,208,820,n
162,209,821,n
162,209,822,n
162,209,823,y
162,209,824,n
181,210,825,n
181,210,826,y
181,210,827,n
181,210,828,n
190,211,829,n
190,211,830,n
190,211,831,y
190,211,832,n
191,212,833,n
191,212,834,n
191,212,835,n
191,212,836,y
180,213,837,n
180,213,838,y
180,213,839,n
180,213,840,n
189,214,841,n
189,214,842,n
189,214,843,y
189,214,844,n
162,215,845,n
162,215,846,n
162,215,847,y
162,215,848,n
202,216,849,n
202,216,850,y
202,216,851,n
202,216,852,n
203,217,853,n
203,217,854,n
203,217,855,y
203,217,856,n
197,218,857,n
197,218,858,n
197,218,859,n
197,218,860,y
202,219,861,n
202,219,862,n
202,219,863,y
202,219,864,n
197,220,865,n
197,220,866,n
197,220,867,y
197,220,868,n
204,221,869,n
204,221,870,n
204,221,871,y
204,221,872,n
208,222,873,n
208,222,874,y
208,222,875,n
208,222,876,n
206,223,877,n
206,223,878,y
206,223,879,n
206,223,880,n
205,224,881,n
205,224,882,n
205,224,883,y
205,224,884,n
209,225,885,y
209,225,886,n
209,225,887,n
209,225,888,n
196,226,889,y
196,226,890,n
196,226,891,n
196,226,892,n
196,227,893,n
196,227,894,y
196,227,895,n
196,227,896,n
207,228,897,n
207,228,898,n
207,228,899,y
207,228,900,n
200,229,901,y
200,229,902,n
200,229,903,n
200,229,904,n
194,230,905,y
194,230,906,n
194,230,907,n
194,230,908,n
200,231,909,n
200,231,910,y
200,231,911,n
200,231,912,n
194,232,913,n
194,232,914,y
194,232,915,n
194,232,916,n
210,233,917,n
210,233,918,y
210,233,919,n
210,233,920,n
192,234,921,n
192,234,922,n
192,234,923,n
192,234,924,y
192,235,925,n
192,235,926,n
192,235,927,y
192,235,928,n
193,236,929,n
193,236,930,y
193,236,931,n
193,236,932,n
194,237,933,n
194,237,934,n
194,237,935,n
194,237,936,y
193,238,937,n
193,238,938,n
193,238,939,n
193,238,940,y
193,239,941,n
193,239,942,y
193,239,943,n
193,239,944,n
193,240,945,n
193,240,946,n
193,240,947,n
193,240,948,y
201,241,949,y
201,241,950,n
201,241,951,n
201,241,952,n
201,242,953,n
201,242,954,y
201,242,955,n
201,242,956,n
201,243,957,n
201,243,958,n
201,243,959,n
201,243,960,y
199,244,961,n
199,244,962,y
199,244,963,n
199,244,964,n
198,245,965,y
198,245,966,n
198,245,967,n
198,245,968,n
212,246,969,n
212,246,970,n
212,246,971,n
212,246,972,y
212,247,973,y
212,247,974,n
212,247,975,n
212,247,976,n
216,248,977,n
216,248,978,n
216,248,979,n
216,248,980,y
213,249,981,n
213,249,982,y
213,249,983,n
213,249,984,n
195,250,985,n
195,250,986,n
195,250,987,y
195,250,988,n
195,251,989,n
195,251,990,n
195,251,991,n
195,251,992,y
211,252,993,n
211,252,994,n
211,252,995,n
211,252,996,y
195,253,997,n
195,253,998,n
195,253,999,n
195,253,1000,y
221,254,1001,n
221,254,1002,n
221,254,1003,y
221,254,1004,n
198,255,1005,n
198,255,1006,y
198,255,1007,n
198,255,1008,n
212,256,1009,n
212,256,1010,y
212,256,1011,n
212,256,1012,n
219,257,1013,n
219,257,1014,y
219,257,1015,n
219,257,1016,n
212,258,1017,n
212,258,1018,n
212,258,1019,y
212,258,1020,n
199,259,1021,n
199,259,1022,n
199,259,1023,n
199,259,1024,y
213,260,1025,n
213,260,1026,n
213,260,1027,n
213,260,1028,y
199,261,1029,n
199,261,1030,n
199,261,1031,n
199,261,1032,y
216,262,1033,y
216,262,1034,n
216,262,1035,n
216,262,1036,n
216,263,1037,y
216,263,1038,n
216,263,1039,n
216,263,1040,n
218,264,1041,n
218,264,1042,n
218,264,1043,y
218,264,1044,n
216,265,1045,n
216,265,1046,y
216,265,1047,n
216,265,1048,n
224,266,1049,n
224,266,1050,n
224,266,1051,n
224,266,1052,y
217,267,1053,n
217,267,1054,y
217,267,1055,n
217,267,1056,n
217,268,1057,n
217,268,1058,n
217,268,1059,n
217,268,1060,y
226,269,1061,n
226,269,1062,n
226,269,1063,y
226,269,1064,n
217,270,1065,n
217,270,1066,n
217,270,1067,n
217,270,1068,y
225,271,1069,n
225,271,1070,n
225,271,1071,y
225,271,1072,n
225,272,1073,n
225,272,1074,n
225,272,1075,y
225,272,1076,n
225,273,1077,n
225,273,1078,y
225,273,1079,n
225,273,1080,n
214,274,1081,n
214,274,1082,y
214,274,1083,n
214,274,1084,n
214,275,1085,n
214,275,1086,y
214,275,1087,n
214,275,1088,n
214,276,1089,n
214,276,1090,y
214,276,1091,n
215,277,1092,y
215,277,1093,n
215,277,1094,n
215,277,1095,n
222,278,1096,n
222,278,1097,y
222,278,1098,n
222,278,1099,n
233,279,1100,n
233,279,1101,n
233,279,1102,y
233,279,1103,n
229,280,1104,n
229,280,1105,n
229,280,1106,y
229,280,1107,n
227,281,1108,n
227,281,1109,n
227,281,1110,n
227,281,1111,y
220,282,1112,y
220,282,1113,n
220,282,1114,n
220,282,1115,n
231,283,1116,n
231,283,1117,n
231,283,1118,n
231,283,1119,y
228,284,1120,n
228,284,1121,n
228,284,1122,y
228,284,1123,n
228,285,1124,y
228,285,1125,n
228,285,1126,n
228,285,1127,n
232,286,1128,y
232,286,1129,n
232,286,1130,n
232,286,1131,n
231,287,1132,n
231,287,1133,y
231,287,1134,n
231,287,1135,n
230,288,1136,n
230,288,1137,n
230,288,1138,n
230,288,1139,y
223,289,1140,y
223,289,1141,n
223,289,1142,n
223,289,1143,n
231,290,1144,y
231,290,1145,n
231,290,1146,n
231,290,1147,n
245,291,1148,n
245,291,1149,n
245,291,1150,y
245,291,1151,n
243,292,1152,y
243,292,1153,n
243,292,1154,n
243,292,1155,n
240,293,1156,n
240,293,1157,n
240,293,1158,n
240,293,1159,y
242,294,1160,n
242,294,1161,n
242,294,1162,n
242,294,1163,y
242,295,1164,n
242,295,1165,n
242,295,1166,y
242,295,1167,n
241,296,1168,n
241,296,1169,n
241,296,1170,y
241,296,1171,n
241,297,1172,n
241,297,1173,n
241,297,1174,y
241,297,1175,n
244,298,1176,n
244,298,1177,n
244,298,1178,n
244,298,1179,y
240,299,1180,n
240,299,1181,y
240,299,1182,n
240,299,1183,n
244,300,1184,y
244,300,1185,n
244,300,1186,n
244,300,1187,n
246,301,1188,n
246,301,1189,n
246,301,1190,y
246,301,1191,n
247,302,1192,n
247,302,1193,y
247,302,1194,n
247,302,1195,n
247,303,1196,y
247,303,1197,n
247,303,1198,n
247,303,1199,n
246,304,1200,y
246,304,1201,n
246,304,1202,n
246,304,1203,n
246,305,1204,n
246,305,1205,y
246,305,1206,n
246,305,1207,n
247,306,1208,n
247,306,1209,n
247,306,1210,y
247,306,1211,n
246,307,1212,n
246,307,1213,n
246,307,1214,n
246,307,1215,y
247,308,1216,n
247,308,1217,n
247,308,1218,y
247,309,1219,n
247,309,1220,n
247,309,1221,y
247,309,1222,n
249,310,1223,y
249,310,1224,n
249,310,1225,n
249,310,1226,n
249,311,1227,n
249,311,1228,n
249,311,1229,n
249,311,1230,y
254,312,1231,n
254,312,1232,n
254,312,1233,y
254,312,1234,n
260,313,1235,n
260,313,1236,y
260,313,1237,n
260,313,1238,n
258,314,1239,n
258,314,1240,n
258,314,1241,n
258,314,1242,y
256,315,1243,n
256,315,1244,n
256,315,1245,y
256,315,1246,n
251,316,1247,n
251,316,1248,n
251,316,1249,y
251,316,1250,n
255,317,1251,n
255,317,1252,n
255,317,1253,y
255,317,1254,n
248,318,1255,n
248,318,1256,n
248,318,1257,y
248,318,1258,n
252,319,1259,n
252,319,1260,y
252,319,1261,n
252,319,1262,n
253,320,1263,n
253,320,1264,n
253,320,1265,y
253,320,1266,n
264,321,1267,n
264,321,1268,n
264,321,1269,y
264,321,1270,n
259,322,1271,n
259,322,1272,n
259,322,1273,n
259,322,1274,y
248,323,1275,n
248,323,1276,n
248,323,1277,y
248,323,1278,n
250,324,1279,n
250,324,1280,n
250,324,1281,n
250,324,1282,y
264,325,1283,n
264,325,1284,n
264,325,1285,n
264,325,1286,y
257,326,1287,y
257,326,1288,n
257,326,1289,n
257,326,1290,n
267,327,1291,n
267,327,1292,n
267,327,1293,n
267,327,1294,y
263,328,1295,n
263,328,1296,n
263,328,1297,n
263,328,1298,y
261,329,1299,n
261,329,1300,n
261,329,1301,y
261,329,1302,n
267,330,1303,y
267,330,1304,n
267,330,1305,n
267,330,1306,n
262,331,1307,y
262,331,1308,n
262,331,1309,n
262,331,1310,n
250,332,1311,y
250,332,1312,n
250,332,1313,n
267,333,1314,y
267,333,1315,n
267,333,1316,n
267,333,1317,n
267,334,1318,y
267,334,1319,n
266,335,1320,n
266,335,1321,n
266,335,1322,n
266,335,1323,y
268,336,1324,n
268,336,1325,y
268,336,1326,n
268,336,1327,n
266,337,1328,n
266,337,1329,y
266,337,1330,n
266,337,1331,n
265,338,1332,n
265,338,1333,n
265,338,1334,y
265,338,1335,n
265,339,1336,n
265,339,1337,n
265,339,1338,n
265,339,1339,y
266,340,1340,n
266,340,1341,y
266,340,1342,n
266,340,1343,n
266,341,1344,n
266,341,1345,n
266,341,1346,y
266,341,1347,n
270,342,1348,n
270,342,1349,y
270,342,1350,n
270,342,1351,n
271,343,1352,n
271,343,1353,n
271,343,1354,y
270,344,1355,n
270,344,1356,n
270,344,1357,n
270,344,1358,y
271,345,1359,n
271,345,1360,y
271,345,1361,n
269,346,1362,n
269,346,1363,n
269,346,1364,y
269,346,1365,n
271,347,1366,n
271,347,1367,n
271,347,1368,y
271,347,1369,n
269,348,1370,n
269,348,1371,n
269,348,1372,n
269,348,1373,y
270,349,1374,y
270,349,1375,n
270,349,1376,n
270,349,1377,n
272,350,1378,y
272,350,1379,n
272,350,1380,n
272,350,1381,n
272,351,1382,n
272,351,1383,y
272,351,1384,n
272,351,1385,n
272,351,1386,n
286,352,1387,y
286,352,1388,n
286,352,1389,n
286,352,1390,n
279,353,1391,n
279,353,1392,y
279,353,1393,n
279,353,1394,n
279,354,1395,n
279,354,1396,n
279,354,1397,y
279,354,1398,n
283,355,1399,n
283,355,1400,n
283,355,1401,y
283,355,1402,n
274,356,1403,n
274,356,1404,n
274,356,1405,n
274,356,1406,y
280,357,1407,y
280,357,1408,n
280,357,1409,n
280,357,1410,n
278,358,1411,n
278,358,1412,n
278,358,1413,y
278,358,1414,n
274,359,1415,n
274,359,1416,n
274,359,1417,y
274,359,1418,n
281,360,1419,n
281,360,1420,y
281,360,1421,n
281,360,1422,n
274,361,1423,y
274,361,1424,n
274,361,1425,n
274,361,1426,n
281,362,1427,n
281,362,1428,n
281,362,1429,n
281,362,1430,y
280,363,1431,n
280,363,1432,y
280,363,1433,n
280,363,1434,n
280,364,1435,n
280,364,1436,n
280,364,1437,y
280,364,1438,n
285,365,1439,n
285,365,1440,n
285,365,1441,y
285,365,1442,n
281,366,1443,y
281,366,1444,n
281,366,1445,n
281,366,1446,n
278,367,1447,n
278,367,1448,y
278,367,1449,n
278,367,1450,n
279,368,1451,n
279,368,1452,n
279,368,1453,n
279,368,1454,y
276,369,1455,n
276,369,1456,n
276,369,1457,y
276,369,1458,n
276,370,1459,n
276,370,1460,y
276,370,1461,n
276,370,1462,n
276,371,1463,n
276,371,1464,n
276,371,1465,y
276,371,1466,n
275,372,1467,n
275,372,1468,n
275,372,1469,n
275,372,1470,y
282,373,1471,n
282,373,1472,n
282,373,1473,y
282,373,1474,n
282,374,1475,y
282,374,1476,n
282,374,1477,n
282,374,1478,n
273,375,1479,n
273,375,1480,y
273,375,1481,n
273,375,1482,n
288,376,1483,n
288,376,1484,n
288,376,1485,n
288,376,1486,y
282,377,1487,n
282,377,1488,n
282,377,1489,n
282,377,1490,y
282,378,1491,n
282,378,1492,y
282,378,1493,n
282,378,1494,n
275,379,1495,n
275,379,1496,n
275,379,1497,y
275,379,1498,n
277,380,1499,y
277,380,1500,n
277,380,1501,n
277,380,1502,n
284,381,1503,y
284,381,1504,n
284,381,1505,n
284,381,1506,n
273,382,1507,n
273,382,1508,n
273,382,1509,y
273,382,1510,n
275,383,1511,y
275,383,1512,n
275,383,1513,n
275,383,1514,n
273,384,1515,n
273,384,1516,y
273,384,1517,n
273,384,1518,n
288,385,1519,y
288,385,1520,n
288,385,1521,n
288,385,1522,n
288,386,1523,n
288,386,1524,y
288,386,1525,n
288,386,1526,n
289,387,1527,n
289,387,1528,y
289,387,1529,n
289,387,1530,n
287,388,1531,n
287,388,1532,n
287,388,1533,y
287,388,1534,n
292,389,1535,y
292,389,1536,n
292,389,1537,n
292,389,1538,n
292,390,1539,n
292,390,1540,n
292,390,1541,y
292,390,1542,n
291,391,1543,n
291,391,1544,y
291,391,1545,n
291,391,1546,n
290,392,1547,n
290,392,1548,n
290,392,1549,n
290,392,1550,y
287,393,1551,n
287,393,1552,y
287,393,1553,n
287,393,1554,n
292,394,1555,n
292,394,1556,y
292,394,1557,n
292,394,1558,n
291,395,1559,n
291,395,1560,n
291,395,1561,y
291,395,1562,n
293,396,1563,y
293,396,1564,n
293,396,1565,n
293,396,1566,n
291,397,1567,n
291,397,1568,n
291,397,1569,y
291,397,1570,n
290,398,1571,n
290,398,1572,y
290,398,1573,n
290,398,1574,n
294,399,1575,n
294,399,1576,y
294,399,1577,n
294,399,1578,n
289,400,1579,y
289,400,1580,n
289,400,1581,n
289,400,1582,n
294,401,1583,y
294,401,1584,n
294,401,1585,n
294,401,1586,n
290,402,1587,n
290,402,1588,y
290,402,1589,n
290,402,1590,n
290,403,1591,n
290,403,1592,n
290,403,1593,y
290,403,1594,n
293,404,1595,y
293,404,1596,n
293,404,1597,n
293,404,1598,n
304,405,1599,n
304,405,1600,n
304,405,1601,n
304,405,1602,y
295,406,1603,n
295,406,1604,n
295,406,1605,y
295,406,1606,n
298,407,1607,n
298,407,1608,n
298,407,1609,n
298,407,1610,y
301,408,1611,y
301,408,1612,n
301,408,1613,n
301,408,1614,n
299,409,1615,y
299,409,1616,n
299,409,1617,n
299,409,1618,n
298,410,1619,n
298,410,1620,n
298,410,1621,y
298,410,1622,n
296,411,1623,n
296,411,1624,n
296,411,1625,y
296,411,1626,n
296,412,1627,y
296,412,1628,n
296,412,1629,n
296,412,1630,n
299,413,1631,n
299,413,1632,y
299,413,1633,n
299,413,1634,n
297,414,1635,n
297,414,1636,y
297,414,1637,n
297,414,1638,n
300,415,1639,y
300,415,1640,n
300,415,1641,n
300,415,1642,n
296,416,1643,n
296,416,1644,n
296,416,1645,n
296,416,1646,n
296,416,1647,n
296,416,1648,y
297,417,1649,n
297,417,1650,y
297,417,1651,n
297,417,1652,n
302,418,1653,n
302,418,1654,y
302,418,1655,n
302,418,1656,n
303,419,1657,n
303,419,1658,y
303,419,1659,n
303,419,1660,n
295,420,1661,y
