course_id,student_id,course_rating,date_rated
7,275113,5,2022-06-24
2,275126,5,2022-08-27
4,275129,5,2022-07-19
14,275129,5,2022-06-22
23,275154,5,2022-07-09
21,275165,5,2022-06-17
24,275165,4,2022-06-19
7,275173,4,2022-07-02
7,275276,4,2022-07-03
30,275298,5,2022-06-30
21,275413,4,2022-08-14
14,275442,5,2022-06-22
46,275442,5,2022-07-21
7,275445,5,2022-10-11
3,275449,5,2022-09-16
5,275449,5,2022-09-23
11,275449,5,2022-08-05
14,275449,5,2022-06-19
21,275449,5,2022-06-19
33,275449,5,2022-09-25
35,275449,5,2022-07-28
36,275449,5,2022-10-04
46,275449,5,2022-10-08
46,275457,5,2022-06-17
7,275468,5,2022-06-18
16,275468,5,2022-07-05
21,275468,5,2022-07-24
39,275470,5,2022-06-21
7,275479,5,2022-06-17
21,275479,5,2022-07-15
42,275479,5,2022-06-19
7,275533,5,2022-07-21
23,275550,5,2022-08-16
46,275572,5,2022-06-22
51,275580,5,2022-09-14
21,275583,5,2022-10-04
24,275583,4,2022-10-11
13,275590,5,2022-07-02
20,275590,5,2022-10-07
21,275590,5,2022-10-01
22,275590,5,2022-10-12
23,275590,5,2022-06-27
42,275590,5,2022-06-17
46,275590,5,2022-07-25
23,275591,4,2022-09-18
16,275637,5,2022-06-17
24,275637,4,2022-07-11
43,275677,3,2022-07-28
7,275684,5,2022-06-16
21,275684,5,2022-09-26
42,275684,5,2022-09-26
46,275684,5,2022-08-29
7,275741,5,2022-06-27
11,275741,5,2022-08-18
20,275741,5,2022-08-18
21,275741,5,2022-08-18
23,275741,5,2022-08-16
30,275741,5,2022-08-18
7,275766,5,2022-09-22
20,276135,5,2022-07-11
35,276135,5,2022-07-11
4,276220,5,2022-08-16
23,276220,5,2022-06-29
13,276381,5,2022-08-17
3,276439,5,2022-09-19
5,276439,5,2022-08-04
13,276439,5,2022-06-16
14,276439,5,2022-07-19
21,276439,5,2022-07-05
22,276439,5,2022-09-24
24,276439,5,2022-10-01
25,276439,5,2022-09-23
30,276439,5,2022-08-03
35,276439,5,2022-08-04
39,276439,5,2022-06-22
43,276439,5,2022-09-22
45,276439,5,2022-09-24
50,276439,5,2022-09-26
16,276455,5,2022-06-16
7,276510,5,2022-06-20
42,276510,5,2022-09-03
46,276510,5,2022-09-03
7,276598,5,2022-06-24
21,276598,5,2022-08-28
23,276664,5,2022-06-28
16,276783,5,2022-06-30
21,276783,5,2022-06-17
22,276783,5,2022-07-18
24,276783,5,2022-06-20
33,276784,5,2022-07-17
7,276790,4,2022-06-25
46,276887,4,2022-06-21
14,276938,5,2022-07-04
7,276998,4,2022-06-20
23,277026,4,2022-08-16
42,277026,5,2022-08-18
3,277084,4,2022-08-01
4,277084,5,2022-09-08
5,277084,5,2022-08-09
11,277084,4,2022-08-25
13,277084,4,2022-09-06
14,277084,4,2022-06-29
21,277084,4,2022-06-19
23,277084,4,2022-06-16
35,277084,4,2022-07-20
53,277109,5,2022-06-21
7,277116,5,2022-08-16
3,277228,5,2022-08-17
42,277236,5,2022-07-27
23,277238,5,2022-09-01
7,277242,5,2022-07-20
14,277242,5,2022-08-01
21,277242,4,2022-08-16
29,277242,5,2022-10-02
35,277242,5,2022-07-28
42,277242,5,2022-07-23
42,277285,5,2022-06-18
45,277312,5,2022-08-17
2,277322,5,2022-09-18
42,277322,5,2022-08-18
7,277353,5,2022-08-16
11,277353,5,2022-10-13
21,277353,5,2022-09-02
23,277353,5,2022-09-20
35,277353,5,2022-09-14
37,277353,5,2022-10-02
46,277353,5,2022-09-17
51,277353,5,2022-09-20
7,277378,4,2022-08-15
23,277378,4,2022-08-16
42,277378,5,2022-08-15
46,277378,4,2022-08-16
5,277398,5,2022-08-07
16,277398,5,2022-07-02
21,277398,5,2022-07-18
22,277398,5,2022-10-19
24,277398,5,2022-08-14
7,277403,5,2022-06-30
13,277403,5,2022-07-29
21,277403,5,2022-08-18
23,277403,5,2022-07-19
39,277403,5,2022-08-01
42,277403,5,2022-07-02
46,277403,5,2022-07-15
15,277418,5,2022-08-15
35,277418,5,2022-08-17
7,277419,5,2022-09-28
7,277508,5,2022-06-16
13,277508,5,2022-06-24
7,277556,5,2022-08-24
3,277557,4,2022-06-25
14,277557,5,2022-06-19
19,277557,5,2022-06-25
23,277557,5,2022-07-03
26,277557,5,2022-06-27
35,277557,5,2022-06-19
20,277562,5,2022-09-26
21,277562,5,2022-08-13
35,277562,5,2022-09-26
4,277590,5,2022-08-16
23,277590,5,2022-07-06
7,277591,5,2022-10-09
27,277609,5,2022-06-20
7,277657,4,2022-09-29
7,277668,5,2022-07-13
19,277677,5,2022-06-23
21,277705,5,2022-06-21
13,277718,5,2022-06-16
7,277734,5,2022-08-16
7,277766,4,2022-06-22
21,277782,5,2022-06-20
20,277791,5,2022-07-04
26,277821,5,2022-06-22
7,277825,5,2022-06-18
23,277825,5,2022-07-15
28,277825,5,2022-07-07
21,277845,5,2022-06-17
7,277864,5,2022-06-18
21,277864,5,2022-06-24
13,277866,4,2022-10-05
20,277866,4,2022-07-16
22,277866,4,2022-07-09
23,277866,4,2022-09-29
28,277866,3,2022-08-19
35,277866,4,2022-07-04
46,277866,4,2022-08-09
7,277886,5,2022-08-15
14,277886,5,2022-10-02
21,277886,5,2022-08-16
27,277886,5,2022-10-10
34,277886,5,2022-10-07
37,277886,5,2022-08-13
44,277886,5,2022-10-08
46,277886,5,2022-08-18
49,277886,5,2022-08-17
50,277886,5,2022-08-17
52,277886,5,2022-08-17
54,277886,5,2022-08-17
55,277886,5,2022-08-14
7,277945,4,2022-06-16
21,277945,4,2022-06-17
13,277953,5,2022-08-25
21,277953,5,2022-09-04
23,277953,5,2022-06-18
39,277953,5,2022-09-02
7,277964,5,2022-06-20
21,277964,5,2022-06-24
24,277964,5,2022-08-18
23,278039,5,2022-06-16
23,278062,5,2022-07-18
13,278072,5,2022-06-16
13,278077,5,2022-06-16
20,278080,5,2022-06-21
7,278113,5,2022-06-18
3,278115,5,2022-07-26
7,278115,5,2022-06-20
7,278129,4,2022-06-23
21,278129,4,2022-07-05
24,278129,3,2022-08-23
7,278161,5,2022-06-28
4,278177,5,2022-08-29
7,278177,5,2022-06-18
21,278177,5,2022-08-13
42,278213,5,2022-06-20
23,278216,3,2022-07-23
7,278227,5,2022-06-18
7,278280,5,2022-06-21
7,278283,4,2022-06-21
14,278283,5,2022-07-04
20,278283,5,2022-08-04
23,278283,5,2022-07-25
26,278283,5,2022-07-19
35,278283,5,2022-08-08
42,278283,5,2022-06-23
46,278283,5,2022-07-21
7,278304,5,2022-08-25
7,278326,5,2022-06-20
21,278326,5,2022-06-28
22,278326,3,2022-07-05
5,278344,5,2022-06-23
11,278344,5,2022-06-26
7,278353,5,2022-06-20
29,278398,3,2022-06-19
15,278400,4,2022-06-19
35,278417,5,2022-07-06
42,278421,5,2022-10-09
28,278434,2,2022-06-27
23,278444,5,2022-07-31
7,278450,5,2022-06-21
7,278459,5,2022-07-26
16,278459,5,2022-10-12
22,278459,5,2022-09-28
24,278459,5,2022-09-30
42,278461,5,2022-10-02
7,278483,5,2022-07-03
23,278496,5,2022-08-01
7,278509,5,2022-06-20
7,278539,5,2022-07-09
7,278582,5,2022-06-22
16,278582,5,2022-07-06
21,278582,5,2022-06-24
22,278582,5,2022-07-10
24,278582,5,2022-07-05
32,278582,5,2022-07-18
37,278582,5,2022-07-12
23,278611,5,2022-09-20
42,278611,5,2022-08-15
46,278611,5,2022-08-12
7,278628,5,2022-06-20
16,278684,5,2022-08-15
20,278684,5,2022-08-15
29,278684,5,2022-08-15
35,278684,5,2022-08-15
37,278684,5,2022-08-15
36,278687,5,2022-06-21
28,278691,5,2022-06-20
28,278699,5,2022-06-20
7,278701,5,2022-07-08
21,278701,5,2022-08-04
15,278710,5,2022-06-21
7,278723,5,2022-07-03
15,278731,5,2022-06-21
37,278740,5,2022-06-29
7,278753,5,2022-06-23
13,278753,5,2022-07-08
20,278753,5,2022-07-21
21,278753,5,2022-07-18
22,278753,5,2022-07-22
23,278753,5,2022-07-07
39,278753,5,2022-07-12
7,278758,5,2022-06-22
7,278764,5,2022-06-21
14,278764,4,2022-07-18
20,278764,5,2022-09-22
21,278764,4,2022-07-06
23,278764,5,2022-06-26
35,278764,5,2022-09-22
7,278767,5,2022-08-15
7,278783,5,2022-07-10
14,278789,5,2022-08-30
21,278815,5,2022-06-25
23,278827,5,2022-08-15
42,278827,5,2022-10-13
7,278833,4,2022-06-25
42,278833,4,2022-08-03
23,278843,5,2022-06-22
7,278851,5,2022-07-02
16,278851,5,2022-09-21
20,278851,5,2022-09-21
21,278851,5,2022-09-14
22,278851,5,2022-10-13
23,278851,5,2022-10-08
24,278851,5,2022-09-19
28,278851,5,2022-09-20
30,278851,5,2022-09-26
42,278851,5,2022-10-03
29,278853,5,2022-07-28
7,278870,5,2022-06-29
21,278875,5,2022-06-26
23,278875,5,2022-09-27
28,278875,5,2022-09-16
7,278927,5,2022-06-23
11,278927,5,2022-07-15
14,278927,5,2022-08-01
16,278927,5,2022-07-06
20,278927,5,2022-07-15
21,278927,5,2022-06-23
22,278927,5,2022-07-15
24,278927,5,2022-07-01
32,278927,5,2022-08-01
42,278958,5,2022-10-03
46,278958,5,2022-07-09
7,278972,5,2022-06-23
16,278972,5,2022-10-19
20,278972,5,2022-10-07
22,278972,5,2022-10-07
23,278972,5,2022-10-04
35,278972,5,2022-10-08
7,278995,5,2022-09-08
16,278995,5,2022-09-12
23,279055,5,2022-06-27
14,279061,5,2022-08-15
14,279062,5,2022-10-13
15,279083,5,2022-08-02
7,279101,5,2022-06-24
7,279132,5,2022-06-27
21,279132,5,2022-06-29
7,279169,5,2022-06-30
7,279178,5,2022-07-03
42,279178,5,2022-07-14
23,279196,5,2022-06-28
7,279197,5,2022-06-28
7,279228,5,2022-08-06
21,279228,5,2022-08-11
24,279228,5,2022-09-17
7,279229,4,2022-10-07
7,279231,5,2022-06-30
7,279264,5,2022-06-26
21,279264,5,2022-07-04
46,279264,5,2022-07-22
7,279330,5,2022-08-12
24,279352,5,2022-07-01
28,279356,5,2022-06-28
7,279396,5,2022-07-02
29,279404,5,2022-07-13
7,279409,5,2022-06-28
7,279426,5,2022-06-27
