exam_attempt_id,student_id,exam_id,exam_result,exam_completion_time,date_exam_completed
174420,259258,370,67,4.65,2022-01-05
174424,259258,368,100,0.87,2022-01-05
174425,259258,371,71,20.93,2022-01-05
174439,258883,368,33,4.78,2022-01-05
174454,258922,369,0,8.00,2022-01-05
174455,258922,369,83,7.00,2022-01-05
174457,258922,369,100,0.87,2022-01-05
174458,258922,370,67,6.63,2022-01-05
174462,258922,370,100,0.45,2022-01-05
174470,259284,380,67,8.00,2022-01-05
174473,259284,380,100,0.62,2022-01-05
174501,259106,369,83,2.33,2022-01-05
174503,259106,369,100,0.52,2022-01-05
174507,258800,368,83,4.02,2022-01-05
174517,259011,380,83,8.80,2022-01-05
174527,259401,368,83,10.00,2022-01-06
174565,259088,380,33,4.45,2022-01-06
174584,259447,368,67,4.62,2022-01-06
174587,259447,368,100,0.35,2022-01-06
174588,259305,479,83,12.18,2022-01-06
174599,259088,380,50,4.42,2022-01-06
174600,259088,380,67,3.22,2022-01-06
174601,259088,380,83,0.97,2022-01-06
174602,259088,380,83,0.87,2022-01-06
174603,259328,368,67,0.65,2022-01-06
174604,259088,380,83,1.67,2022-01-06
174605,259088,380,83,0.87,2022-01-06
174606,259088,380,100,0.58,2022-01-06
174612,259268,439,50,5.15,2022-01-06
174614,259088,381,17,2.93,2022-01-06
174615,259268,439,100,0.38,2022-01-06
174616,259088,381,83,0.83,2022-01-06
174617,259088,381,100,0.90,2022-01-06
174618,259264,368,33,2.52,2022-01-06
174620,259264,368,83,0.65,2022-01-06
174632,259462,368,50,3.33,2022-01-06
174633,259462,368,100,0.73,2022-01-06
174634,259366,375,33,18.35,2022-01-06
174639,258955,371,79,35.15,2022-01-06
174640,258984,369,67,3.52,2022-01-06
174642,258984,369,100,0.38,2022-01-06
174644,259408,380,100,9.77,2022-01-06
174645,259447,369,83,2.85,2022-01-06
174647,259447,369,100,0.75,2022-01-06
174648,259268,440,50,1.68,2022-01-06
174649,259447,370,67,5.62,2022-01-06
174650,259268,440,100,0.55,2022-01-06
174651,259447,370,100,0.37,2022-01-06
174678,259268,441,100,5.78,2022-01-06
174680,259445,380,50,4.90,2022-01-06
174684,259445,380,100,0.40,2022-01-06
174714,259268,443,75,11.33,2022-01-06
174717,259408,239,67,8.08,2022-01-06
174720,259408,239,83,0.57,2022-01-06
174722,259408,239,100,0.40,2022-01-06
174723,259247,380,67,5.35,2022-01-06
174724,259247,380,100,0.75,2022-01-06
174726,259026,369,83,4.17,2022-01-06
174735,259284,368,67,7.93,2022-01-06
174736,259284,368,100,0.65,2022-01-06
174757,259284,439,17,10.43,2022-01-06
174764,259284,439,100,1.83,2022-01-06
174777,259258,375,100,9.23,2022-01-06
174784,258800,369,50,6.68,2022-01-06
174786,259174,368,83,3.10,2022-01-06
174787,258800,369,100,0.92,2022-01-06
174794,259258,376,83,9.67,2022-01-06
174795,258800,370,33,5.55,2022-01-06
174805,259305,479,100,3.72,2022-01-07
174853,259447,420,67,5.00,2022-01-07
174855,259447,420,100,0.47,2022-01-07
174862,259268,420,50,2.73,2022-01-07
174863,259268,420,100,0.50,2022-01-07
174866,258984,370,83,4.33,2022-01-07
174867,259447,371,63,26.22,2022-01-07
174868,258984,370,100,0.40,2022-01-07
174872,259297,439,33,5.67,2022-01-07
174873,259297,439,67,0.98,2022-01-07
174874,259297,439,83,0.32,2022-01-07
174875,259297,439,100,0.37,2022-01-07
174877,259268,421,83,4.07,2022-01-07
174880,259268,421,83,0.57,2022-01-07
174881,259268,421,100,0.45,2022-01-07
174888,259297,440,50,3.07,2022-01-07
174889,259297,440,100,0.33,2022-01-07
174891,259297,380,100,5.58,2022-01-07
174892,258955,380,100,6.43,2022-01-07
174896,259297,381,67,7.42,2022-01-07
174898,259573,372,17,16.00,2022-01-07
174899,259297,381,100,0.35,2022-01-07
174900,259297,372,100,6.02,2022-01-07
174902,259573,372,33,14.35,2022-01-07
174904,259297,239,33,9.67,2022-01-07
174907,259297,239,100,0.42,2022-01-07
174910,258984,380,33,5.67,2022-01-07
174911,258984,380,100,0.43,2022-01-07
174930,259209,381,83,7.90,2022-01-07
174932,259447,421,67,6.13,2022-01-07
174934,259447,421,100,0.78,2022-01-07
174941,258800,370,67,6.53,2022-01-07
174944,258800,371,63,25.90,2022-01-07
174962,259110,380,83,4.53,2022-01-07
174964,259110,380,100,1.00,2022-01-07
174966,259603,380,100,5.47,2022-01-07
174970,259603,381,67,8.63,2022-01-07
174977,259510,368,67,1.80,2022-01-07
174979,259510,368,100,0.77,2022-01-07
175002,259174,369,83,3.53,2022-01-07
175004,259268,422,50,2.98,2022-01-07
175005,259268,422,100,0.30,2022-01-07
175007,259268,422,100,0.30,2022-01-07
175048,259174,370,50,5.63,2022-01-07
175065,259174,371,83,29.93,2022-01-07
175068,259510,369,67,2.60,2022-01-07
175069,259510,369,100,0.50,2022-01-07
175074,259510,370,67,3.35,2022-01-07
175077,259510,370,100,0.38,2022-01-07
175114,259283,375,83,14.45,2022-01-08
175115,259549,368,67,6.20,2022-01-08
175117,259549,368,83,0.83,2022-01-08
175118,259283,375,83,0.90,2022-01-08
175119,259549,368,100,0.33,2022-01-08
175120,259283,375,100,0.42,2022-01-08
175142,259622,368,67,2.72,2022-01-08
175144,259622,368,100,0.63,2022-01-08
175178,259268,380,100,4.45,2022-01-08
175180,259519,380,17,3.35,2022-01-08
175181,259519,380,67,2.88,2022-01-08
175186,259702,368,67,4.42,2022-01-08
175188,259702,368,100,0.55,2022-01-08
175189,259121,368,33,3.38,2022-01-08
175190,259121,368,100,0.63,2022-01-08
175191,258845,368,33,9.98,2022-01-08
175192,259080,239,50,3.62,2022-01-08
175196,259482,368,33,2.27,2022-01-08
175197,259482,368,50,0.60,2022-01-08
175198,259482,368,67,0.53,2022-01-08
175199,259482,368,83,0.62,2022-01-08
175200,259482,368,100,0.43,2022-01-08
175205,259590,368,83,5.50,2022-01-08
175209,259590,368,100,9.98,2022-01-08
175211,259093,380,67,9.33,2022-01-08
175212,259590,368,83,3.32,2022-01-08
175213,259702,369,83,3.80,2022-01-08
175215,259702,369,100,0.35,2022-01-08
175219,259702,370,67,3.33,2022-01-08
175220,259702,370,100,0.47,2022-01-08
175224,259702,371,75,20.48,2022-01-08
175225,259482,369,33,2.75,2022-01-08
175227,259482,369,100,0.67,2022-01-08
175232,259482,370,50,3.82,2022-01-08
175234,259482,370,100,0.52,2022-01-08
175235,259482,371,63,9.73,2022-01-08
175239,259398,432,67,4.38,2022-01-08
175246,259657,368,67,3.87,2022-01-08
175253,259482,375,33,2.18,2022-01-08
175254,259482,375,100,0.35,2022-01-08
175259,259739,368,17,7.37,2022-01-08
175261,259739,368,33,2.17,2022-01-08
175262,259739,368,50,0.53,2022-01-08
175264,259739,368,100,0.87,2022-01-08
175265,259482,376,33,4.88,2022-01-08
175266,259482,376,100,0.40,2022-01-08
175271,259093,381,83,6.47,2022-01-08
175283,259283,384,83,9.20,2022-01-08
175285,259283,384,100,0.38,2022-01-08
175288,259174,380,100,5.60,2022-01-09
175323,259297,375,67,2.98,2022-01-09
175324,259297,375,100,0.37,2022-01-09
175365,259247,381,83,7.35,2022-01-09
175366,259247,381,100,0.30,2022-01-09
175367,258845,368,100,1.52,2022-01-09
175369,258822,368,50,6.53,2022-01-09
175371,258822,368,100,0.73,2022-01-09
175373,259777,368,33,2.50,2022-01-09
175374,259777,368,100,0.43,2022-01-09
175377,259702,375,83,11.98,2022-01-09
175382,259702,375,100,1.00,2022-01-09
175391,259590,372,0,16.00,2022-01-09
175393,259268,381,83,5.80,2022-01-09
175400,259504,478,67,2.32,2022-01-09
175401,259777,369,83,2.47,2022-01-09
175402,259504,478,83,3.85,2022-01-09
175403,259504,478,100,0.38,2022-01-09
175405,259777,370,83,2.22,2022-01-09
175408,259106,420,50,3.88,2022-01-09
175409,259106,420,100,0.58,2022-01-09
175418,259106,421,17,4.23,2022-01-09
175419,259106,421,83,0.75,2022-01-09
175420,259106,421,100,0.40,2022-01-09
175428,258980,368,67,3.53,2022-01-09
175472,259118,380,50,9.35,2022-01-10
175473,258803,475,83,3.97,2022-01-10
175474,258803,475,83,0.97,2022-01-10
175475,259118,380,100,6.25,2022-01-10
175476,258803,475,83,0.60,2022-01-10
175477,258803,475,100,0.38,2022-01-10
175488,259283,376,100,14.33,2022-01-10
175523,259305,480,100,5.83,2022-01-10
175550,259860,368,33,2.40,2022-01-10
175560,258822,369,50,3.12,2022-01-10
175562,258822,369,83,0.47,2022-01-10
175565,258822,371,0,50.00,2022-01-10
175566,258822,370,83,3.02,2022-01-10
175576,258980,369,50,2.92,2022-01-10
175577,258980,370,83,4.52,2022-01-10
175581,259860,368,67,5.62,2022-01-10
175584,259860,368,67,2.25,2022-01-10
175585,259860,368,83,0.82,2022-01-10
175586,259860,368,83,1.65,2022-01-10
175587,259860,368,100,0.30,2022-01-10
175597,259664,368,67,2.53,2022-01-10
175599,259664,368,100,0.55,2022-01-10
175604,259860,369,67,5.52,2022-01-10
175605,259860,369,100,1.68,2022-01-10
175608,259860,370,50,4.68,2022-01-10
175609,259860,370,83,0.63,2022-01-10
175610,259860,370,100,0.40,2022-01-10
175611,259860,371,42,3.13,2022-01-10
175613,259155,451,17,4.10,2022-01-10
175615,259890,368,33,9.15,2022-01-10
175617,259664,369,50,2.22,2022-01-10
175618,259664,369,100,0.48,2022-01-10
175619,259890,368,83,2.57,2022-01-10
175620,259890,368,83,0.70,2022-01-10
175621,259890,368,100,0.38,2022-01-10
175635,259026,370,50,5.38,2022-01-10
175637,259940,380,83,10.00,2022-01-10
175639,259026,370,100,0.58,2022-01-10
175640,259940,380,100,2.53,2022-01-10
175641,259504,479,67,7.90,2022-01-10
175643,259504,479,83,0.70,2022-01-10
175645,259504,479,100,0.38,2022-01-10
175664,259504,480,83,3.02,2022-01-10
175665,259398,433,67,11.43,2022-01-10
175667,259504,480,100,0.38,2022-01-10
175672,259398,435,0,40.00,2022-01-10
175675,259767,368,33,7.78,2022-01-10
175677,259957,380,50,4.82,2022-01-10
175679,259767,368,100,1.03,2022-01-10
175680,259957,380,50,2.73,2022-01-10
175682,259957,380,100,0.90,2022-01-10
175714,259258,377,100,20.95,2022-01-11
175715,259875,368,50,3.32,2022-01-11
175728,258865,369,50,3.62,2022-01-11
175751,259983,368,50,6.28,2022-01-11
175754,259983,368,100,0.98,2022-01-11
175760,259283,478,50,6.45,2022-01-11
175761,259283,478,100,0.33,2022-01-11
175784,260002,372,100,10.47,2022-01-11
175785,258984,381,83,8.13,2022-01-11
175786,258984,381,100,0.33,2022-01-11
175828,259664,370,83,5.05,2022-01-11
175830,259664,371,79,15.70,2022-01-11
175855,260049,368,50,10.00,2022-01-11
175863,259777,375,33,5.68,2022-01-11
175865,259777,375,67,0.28,2022-01-11
175867,259953,368,67,2.85,2022-01-11
175868,259953,368,100,0.52,2022-01-11
175878,259938,368,50,2.98,2022-01-11
175880,259938,368,83,0.65,2022-01-11
175881,259938,368,100,0.33,2022-01-11
175883,260049,368,100,0.63,2022-01-11
175884,260029,368,50,3.88,2022-01-11
175885,260029,368,100,0.32,2022-01-11
175886,259268,382,17,3.27,2022-01-11
175887,259992,368,67,6.22,2022-01-11
175888,259992,368,67,0.70,2022-01-11
175889,259992,368,100,0.43,2022-01-11
175895,260056,167,100,4.90,2022-01-11
175902,260029,369,83,3.12,2022-01-11
175903,259957,381,33,12.95,2022-01-11
175907,260029,370,67,2.32,2022-01-11
175909,260075,380,50,4.78,2022-01-11
175912,259957,381,100,0.70,2022-01-11
175916,259482,420,83,2.88,2022-01-11
175924,259482,421,50,4.58,2022-01-11
175925,259860,371,88,11.72,2022-01-11
175927,259482,421,100,0.73,2022-01-11
175947,259258,378,100,15.53,2022-01-12
175956,259969,478,67,3.77,2022-01-12
175980,259976,368,67,2.28,2022-01-12
175982,259976,368,83,0.83,2022-01-12
175983,258865,369,50,3.98,2022-01-12
175984,259976,368,100,0.27,2022-01-12
175987,259756,368,67,3.60,2022-01-12
175988,259756,368,100,0.30,2022-01-12
176007,260111,368,67,3.28,2022-01-12
176009,260112,372,50,15.90,2022-01-12
176031,259283,377,50,25.00,2022-01-12
176037,259283,377,100,10.53,2022-01-12
176044,259860,420,50,3.25,2022-01-12
176047,260132,368,67,2.90,2022-01-12
176057,259155,451,67,1.13,2022-01-12
176058,259155,451,83,0.45,2022-01-12
176060,259777,380,100,3.25,2022-01-12
176071,259983,369,83,5.28,2022-01-12
176073,259983,369,100,0.58,2022-01-12
176079,260132,369,83,3.62,2022-01-12
176080,259777,381,83,3.93,2022-01-12
176084,259983,370,83,4.00,2022-01-12
176088,259983,370,100,0.47,2022-01-12
176090,259983,371,63,33.13,2022-01-12
176091,260132,370,83,4.30,2022-01-12
176101,259400,380,33,2.77,2022-01-12
176104,259400,380,100,0.40,2022-01-12
176110,259400,380,100,0.48,2022-01-12
176114,260029,371,79,11.53,2022-01-12
176124,260132,375,83,10.12,2022-01-12
176125,260169,368,17,2.53,2022-01-12
176126,260172,167,67,3.70,2022-01-12
176128,260029,380,83,4.27,2022-01-12
176141,258822,371,75,23.90,2022-01-12
176162,260164,375,67,10.65,2022-01-12
176163,260173,368,50,3.97,2022-01-12
176165,260173,368,83,0.45,2022-01-12
176166,260173,368,100,0.50,2022-01-12
176167,260132,376,83,7.33,2022-01-12
176171,258980,439,67,7.32,2022-01-12
176172,259996,368,33,3.68,2022-01-12
176174,259953,369,83,3.90,2022-01-12
176175,259953,369,100,0.88,2022-01-12
176177,259953,370,50,3.15,2022-01-12
176179,259953,370,100,0.58,2022-01-12
176182,260164,376,100,6.73,2022-01-12
176187,260126,368,33,4.67,2022-01-12
176189,260126,368,100,1.62,2022-01-12
176203,259959,368,17,3.82,2022-01-12
176204,259959,368,83,0.70,2022-01-12
176207,259482,506,67,4.50,2022-01-12
176208,259482,506,100,0.38,2022-01-12
176219,259504,481,83,4.63,2022-01-13
176222,259965,369,83,2.77,2022-01-13
176224,259965,370,67,3.62,2022-01-13
176225,259965,370,100,0.45,2022-01-13
176230,259258,377,67,5.05,2022-01-13
176231,260111,369,50,2.18,2022-01-13
176236,260111,370,83,2.62,2022-01-13
176245,260211,368,67,3.55,2022-01-13
176246,260164,377,67,22.55,2022-01-13
176270,260228,368,50,2.47,2022-01-13
176286,260230,380,83,9.32,2022-01-13
176295,260168,368,33,2.83,2022-01-13
176296,259711,368,50,8.82,2022-01-13
176306,259860,421,33,5.73,2022-01-13
176312,259711,368,83,5.55,2022-01-13
176316,258980,440,83,6.62,2022-01-13
176319,260126,369,83,5.22,2022-01-13
176321,260126,369,100,1.33,2022-01-13
176323,260126,370,83,6.13,2022-01-13
176328,260126,370,83,0.78,2022-01-13
176330,260126,370,100,0.58,2022-01-13
176350,258955,381,67,10.75,2022-01-13
176354,258955,381,100,0.38,2022-01-13
176359,260029,381,83,5.05,2022-01-13
176361,260192,368,33,6.37,2022-01-13
176363,260192,369,50,7.92,2022-01-13
176368,259504,482,20,10.43,2022-01-13
176374,259996,369,67,2.98,2022-01-13
176375,260192,369,100,4.53,2022-01-13
176377,260192,370,83,6.48,2022-01-13
176382,259504,482,100,3.58,2022-01-13
176384,260192,368,83,4.23,2022-01-13
176385,260192,371,67,27.95,2022-01-13
176389,259953,375,50,7.82,2022-01-13
176401,259959,369,67,4.18,2022-01-13
176412,259965,380,100,5.18,2022-01-13
176413,259258,379,67,57.85,2022-01-14
176415,260324,368,67,4.50,2022-01-13
176417,260324,368,100,0.42,2022-01-13
176426,260324,369,50,3.57,2022-01-14
176428,260324,369,100,0.45,2022-01-14
176429,260324,371,75,13.83,2022-01-14
176431,260015,368,67,9.12,2022-01-14
176433,260015,368,100,0.42,2022-01-14
176434,260015,368,100,2.42,2022-01-14
176450,260217,368,83,8.43,2022-01-14
176451,260217,368,100,1.35,2022-01-14
176452,260212,375,100,14.45,2022-01-14
176455,259777,382,50,10.82,2022-01-14
176456,259777,382,83,0.42,2022-01-14
176464,259575,368,17,7.45,2022-01-14
176469,259575,368,100,0.53,2022-01-14
176503,260168,368,100,2.07,2022-01-14
176531,260387,380,50,9.20,2022-01-14
176536,260387,380,33,4.73,2022-01-14
176543,260387,380,67,0.58,2022-01-14
176550,260168,369,83,4.75,2022-01-14
176557,259711,380,0,10.00,2022-01-14
176573,258955,382,50,11.25,2022-01-14
176579,258955,382,83,0.65,2022-01-14
176595,260425,384,33,10.63,2022-01-14
176598,260425,384,67,10.12,2022-01-14
176599,259959,370,83,5.15,2022-01-14
176600,259959,371,63,17.63,2022-01-14
176602,260425,384,83,0.68,2022-01-14
176604,260168,370,67,4.27,2022-01-14
176606,260168,370,100,0.52,2022-01-14
176607,260168,371,46,12.72,2022-01-14
176608,259996,368,83,3.90,2022-01-14
176614,259860,423,17,8.43,2022-01-14
176617,260265,380,100,5.70,2022-01-14
176633,259860,423,92,8.73,2022-01-14
176637,259258,365,83,4.33,2022-01-14
176640,259258,366,83,5.30,2022-01-14
176643,259258,367,83,3.02,2022-01-14
176656,259283,378,67,23.22,2022-01-14
176659,259283,378,100,0.67,2022-01-14
176660,259283,375,83,5.15,2022-01-14
176661,259283,376,100,5.88,2022-01-14
176662,259283,377,83,24.73,2022-01-14
176666,259283,377,100,0.70,2022-01-14
176667,259283,378,100,18.08,2022-01-14
176670,259283,379,87,75.00,2022-01-15
176675,260211,369,83,3.33,2022-01-15
176676,260489,380,67,6.30,2022-01-15
176677,260489,380,83,0.95,2022-01-15
176678,260489,380,100,0.72,2022-01-15
176681,260494,376,83,5.38,2022-01-15
176717,259953,439,67,4.12,2022-01-15
176718,259953,439,100,0.47,2022-01-15
176720,258862,376,83,19.98,2022-01-15
176728,259706,368,67,5.02,2022-01-15
176730,259706,368,100,0.97,2022-01-15
176738,259011,478,100,6.65,2022-01-15
176741,260519,375,17,20.00,2022-01-15
176780,260173,369,50,4.80,2022-01-15
176783,260173,369,100,2.55,2022-01-15
176784,260356,368,67,4.50,2022-01-15
176786,260356,368,67,3.18,2022-01-15
176788,260356,368,83,1.67,2022-01-15
176789,260356,368,100,0.75,2022-01-15
176796,260173,370,67,7.28,2022-01-15
176797,260489,381,83,15.67,2022-01-15
176798,260173,370,100,0.73,2022-01-15
176800,260489,381,100,0.52,2022-01-15
176805,260217,369,67,7.20,2022-01-15
176808,260217,369,100,0.95,2022-01-15
176812,260173,371,67,22.87,2022-01-15
176813,260567,380,83,3.67,2022-01-15
176814,260265,381,67,15.90,2022-01-15
176818,260356,369,50,5.37,2022-01-15
176819,260265,381,100,1.60,2022-01-15
176822,260356,369,67,2.48,2022-01-15
176824,260356,369,100,0.88,2022-01-15
176831,260356,370,83,7.20,2022-01-15
176835,260356,370,100,1.35,2022-01-15
176839,260111,378,83,3.58,2022-01-15
176843,258906,368,50,4.23,2022-01-15
176844,258906,368,100,0.65,2022-01-15
176847,259504,425,50,4.63,2022-01-16
176849,259504,425,100,0.65,2022-01-16
176851,260486,368,50,6.05,2022-01-16
176852,259504,426,46,19.27,2022-01-16
176855,260486,368,100,2.28,2022-01-16
176858,260324,375,67,12.35,2022-01-16
176859,260324,375,100,0.62,2022-01-16
176860,260477,380,100,5.97,2022-01-16
176861,260486,369,67,3.60,2022-01-16
176863,258800,375,0,20.00,2022-01-16
176864,260486,369,100,1.92,2022-01-16
176865,259258,451,100,20.50,2022-01-16
176867,260486,370,83,3.88,2022-01-16
176868,260486,371,79,19.08,2022-01-16
176885,259767,369,67,6.80,2022-01-16
176886,259767,369,100,0.60,2022-01-16
176887,259105,368,50,2.70,2022-01-16
176888,259767,371,71,42.85,2022-01-16
176923,259384,380,0,10.00,2022-01-16
176929,259504,426,92,2.93,2022-01-16
176937,260054,368,50,1.75,2022-01-16
176938,260054,368,67,0.63,2022-01-16
176939,260054,368,100,0.37,2022-01-16
176941,259106,420,67,3.43,2022-01-16
176945,259106,420,100,0.38,2022-01-16
176949,259106,421,50,2.40,2022-01-16
176951,259271,167,67,4.15,2022-01-16
176953,259106,421,83,0.40,2022-01-16
176954,259106,421,100,0.38,2022-01-16
176955,259106,422,67,6.63,2022-01-16
176957,259106,422,100,0.37,2022-01-16
176960,259106,423,42,14.53,2022-01-16
176973,258971,375,17,19.98,2022-01-16
176982,258971,375,100,12.12,2022-01-16
176985,260657,381,67,8.40,2022-01-16
176986,260649,368,83,0.63,2022-01-16
176987,260649,368,100,0.27,2022-01-16
176988,260657,380,33,5.80,2022-01-16
176990,260657,381,33,0.82,2022-01-16
176991,260657,381,50,0.50,2022-01-16
176993,260657,381,50,0.47,2022-01-16
176994,260657,381,50,0.43,2022-01-16
176995,260657,381,50,0.48,2022-01-16
176997,260657,381,50,1.03,2022-01-16
177005,260519,451,17,15.37,2022-01-16
177010,259106,423,79,6.60,2022-01-16
177011,260519,451,33,25.00,2022-01-16
177017,260477,381,100,10.85,2022-01-16
177021,260649,369,100,2.63,2022-01-16
177027,260649,370,83,3.57,2022-01-16
177028,259953,440,83,2.63,2022-01-16
177029,260649,370,83,0.35,2022-01-16
177030,260649,370,100,0.23,2022-01-16
177032,260649,371,79,10.10,2022-01-16
177033,259953,440,83,0.82,2022-01-16
177034,259953,440,100,0.30,2022-01-16
177044,260324,376,50,6.60,2022-01-16
177049,260324,376,100,0.83,2022-01-16
177052,258971,376,100,15.45,2022-01-16
177060,260594,368,17,1.55,2022-01-16
177061,260594,368,100,0.52,2022-01-16
177063,260132,377,83,25.00,2022-01-16
177065,260164,378,100,20.80,2022-01-16
177069,260265,382,33,8.02,2022-01-16
177071,260265,382,67,0.65,2022-01-16
177083,260181,380,17,0.98,2022-01-16
177084,260181,380,100,0.62,2022-01-16
177088,259011,479,100,13.62,2022-01-17
177093,260211,370,67,3.85,2022-01-17
177094,259767,380,50,10.00,2022-01-17
177097,259767,380,83,1.32,2022-01-17
177103,260600,368,100,5.37,2022-01-17
177107,260604,375,100,6.30,2022-01-17
177108,260486,375,50,5.50,2022-01-17
177110,260211,380,100,5.77,2022-01-17
177120,259258,425,83,6.93,2022-01-17
177123,259965,381,83,13.78,2022-01-17
177124,260593,368,67,3.37,2022-01-17
177125,260593,368,17,10.00,2022-01-17
177145,260729,415,0,0.27,2022-01-17
177146,260649,375,83,6.52,2022-01-17
177147,260649,375,100,0.37,2022-01-17
177168,260423,368,67,4.72,2022-01-17
177173,259283,425,50,8.98,2022-01-17
177175,260737,368,83,2.68,2022-01-17
177177,259283,425,100,7.98,2022-01-17
177210,260749,368,67,4.55,2022-01-17
177212,260749,368,100,0.68,2022-01-17
177218,260769,368,17,4.95,2022-01-17
177260,260324,377,50,13.12,2022-01-17
177270,260324,377,83,0.60,2022-01-17
177291,259953,441,100,2.35,2022-01-17
177298,259258,426,46,35.52,2022-01-17
177302,260029,382,67,18.90,2022-01-17
177308,260029,382,100,0.37,2022-01-17
