student_id,course_id,minutes_watched,date_watched
258833,7,1.3,2022-01-01
258834,7,21.9,2022-01-01
258837,15,30.5,2022-01-02
258837,15,4.2,2022-01-08
258837,15,1.0,2022-01-29
258840,7,40.9,2022-01-04
258840,7,1.2,2022-01-01
258841,45,0.2,2022-01-01
258841,45,0.4,2022-01-02
258845,3,39.2,2022-01-26
258845,3,24.6,2022-01-28
258845,3,29.2,2022-02-01
258845,3,42.1,2022-02-12
258845,3,40.0,2022-02-04
258845,3,474.6,2022-08-16
258845,3,176.3,2022-08-17
258845,3,81.1,2022-08-18
258845,5,31.4,2022-02-15
258845,5,226.1,2022-08-15
258845,7,48.4,2022-01-08
258845,7,14.5,2022-01-09
258845,11,19.5,2022-03-02
258845,11,11.8,2022-04-23
258845,11,36.4,2022-08-06
258845,14,27.3,2022-01-13
258845,14,16.7,2022-01-14
258845,14,30.0,2022-01-17
258845,14,24.6,2022-01-18
258845,21,32.7,2022-01-10
258845,21,105.6,2022-08-14
258845,35,22.9,2022-01-21
258845,7,1.2,2022-01-01
258846,25,6.9,2022-01-01
258848,32,0.1,2022-01-01
258849,7,12.0,2022-01-01
258851,7,6.6,2022-01-01
258852,7,0.1,2022-01-01
258855,7,0.2,2022-01-01
258857,21,0.8,2022-01-01
258860,7,12.2,2022-01-01
258861,20,18.6,2022-01-01
258861,20,3.0,2022-01-04
258862,7,40.5,2022-01-01
258862,7,67.6,2022-01-02
258862,21,46.2,2022-08-23
258862,21,20.4,2022-01-03
258862,21,31.0,2022-01-07
258862,21,20.1,2022-01-13
258862,21,39.0,2022-08-24
258862,21,43.8,2022-01-15
258862,21,38.9,2022-08-25
258862,21,14.8,2022-01-18
258862,21,21.1,2022-01-19
258862,21,1.3,2022-08-26
258862,21,26.7,2022-08-27
258862,21,7.4,2022-01-20
258862,24,21.7,2022-08-08
258862,24,29.5,2022-08-28
258862,24,10.8,2022-08-30
258862,24,58.5,2022-09-06
258862,24,13.6,2022-09-07
258862,24,45.9,2022-09-08
258862,24,40.7,2022-09-09
258865,7,67.5,2022-01-01
258865,7,32.6,2022-01-02
258865,7,41.8,2022-01-05
258865,7,34.2,2022-01-11
258865,7,33.0,2022-01-06
258865,7,23.7,2022-01-12
258865,7,12.6,2022-01-15
258865,21,20.2,2022-01-20
258865,21,9.7,2022-01-22
258865,21,25.7,2022-02-01
258865,21,3.3,2022-02-07
258865,21,0.1,2022-03-25
258865,7,10.1,2022-01-03
258865,49,4.0,2022-09-22
258869,21,1.2,2022-01-01
258870,7,3.6,2022-01-05
258870,11,0.5,2022-01-28
258870,20,0.6,2022-01-01
258871,42,2.2,2022-01-01
258872,7,63.8,2022-01-03
258876,7,27.4,2022-01-03
258876,7,11.8,2022-01-12
258876,7,6.6,2022-01-13
258876,7,14.9,2022-01-01
258876,7,12.9,2022-01-02
258878,7,110.0,2022-01-02
258878,21,23.7,2022-01-08
258879,7,1.2,2022-01-29
258880,21,56.4,2022-01-08
258880,7,4.5,2022-01-04
258880,7,12.3,2022-01-07
258881,35,1.9,2022-01-01
258882,14,0.5,2022-01-01
258883,7,14.5,2022-01-05
258883,7,11.1,2022-01-04
258883,42,4.4,2022-03-18
258884,42,0.3,2022-01-01
258885,7,41.0,2022-01-01
258885,7,20.7,2022-01-04
258887,28,0.1,2022-01-03
258888,23,0.7,2022-01-01
258890,7,1.2,2022-01-01
258892,24,2.0,2022-01-01
258892,36,5.4,2022-01-31
258892,52,3.8,2022-04-10
258893,2,25.3,2022-01-02
258894,21,62.0,2022-01-01
258895,7,11.2,2022-01-01
258897,16,0.1,2022-04-29
258902,7,6.6,2022-01-01
258902,7,12.3,2022-01-02
258903,21,9.3,2022-01-01
258904,2,48.1,2022-01-02
258904,2,82.6,2022-01-03
258904,3,18.0,2022-01-09
258904,3,28.4,2022-01-10
258904,3,19.1,2022-01-12
258904,29,22.8,2022-01-01
258905,7,3.6,2022-01-03
258906,7,17.6,2022-01-15
258906,7,74.8,2022-01-16
258906,7,2.3,2022-01-22
258906,13,6.7,2022-02-13
258906,23,35.7,2022-01-29
258906,24,18.4,2022-03-10
258906,7,2.7,2022-01-02
258906,7,11.6,2022-01-07
258906,7,80.6,2022-01-08
258907,7,12.3,2022-04-25
258908,21,15.0,2022-01-01
258908,21,205.8,2022-01-02
258908,24,138.5,2022-01-03
258908,45,7.4,2022-01-11
258908,45,41.5,2022-01-12
258908,45,6.3,2022-01-17
258908,45,71.8,2022-01-18
258908,45,28.4,2022-01-20
258908,45,38.4,2022-01-25
258908,45,5.7,2022-01-14
258910,7,6.6,2022-01-02
258912,14,3.9,2022-01-07
258912,7,11.5,2022-01-09
258912,7,0.1,2022-01-08
258913,2,60.6,2022-05-19
258913,2,3.4,2022-07-05
258913,2,52.4,2022-07-06
258913,2,12.6,2022-07-07
258913,7,45.5,2022-01-02
258913,7,100.0,2022-01-03
258913,14,28.8,2022-01-27
258913,14,70.9,2022-02-11
258913,14,0.4,2022-02-12
258913,14,47.0,2022-02-26
258913,14,0.2,2022-03-11
258913,14,0.1,2022-03-13
258913,14,37.2,2022-04-27
258913,14,132.3,2022-05-17
258913,14,64.1,2022-07-08
258913,14,22.2,2022-02-28
258913,14,3.7,2022-03-08
258913,14,28.1,2022-07-09
258913,14,19.3,2022-07-10
258913,14,55.7,2022-05-18
258913,14,79.2,2022-07-11
258913,14,44.4,2022-07-12
258913,14,2.3,2022-06-28
258913,14,32.5,2022-07-13
258913,14,31.4,2022-07-14
258913,14,20.4,2022-07-20
258913,14,21.7,2022-07-15
258913,14,8.5,2022-07-21
258913,14,14.7,2022-07-16
258913,21,87.1,2022-01-05
258913,23,5.1,2022-03-09
258913,23,29.2,2022-04-19
258913,23,5.8,2022-03-10
258913,23,126.3,2022-01-04
258913,23,32.9,2022-04-21
258913,23,0.1,2022-04-20
258913,30,5.5,2022-03-17
258913,30,1.5,2022-03-18
258913,46,26.2,2022-04-09
258913,46,40.5,2022-04-11
258913,46,63.5,2022-04-10
258914,7,2.8,2022-01-02
258915,7,6.6,2022-01-06
258915,7,3.3,2022-06-23
258915,7,30.7,2022-07-27
258916,7,26.5,2022-04-13
258916,7,67.7,2022-04-14
258916,14,66.4,2022-10-20
258916,15,61.8,2022-09-16
258916,15,47.4,2022-09-17
258916,27,4.9,2022-09-06
258916,33,14.3,2022-08-29
258916,33,82.2,2022-08-30
258916,36,35.3,2022-09-13
258917,7,6.6,2022-01-02
258920,14,65.3,2022-01-02
258922,7,43.2,2022-01-04
258922,7,60.9,2022-01-05
258922,14,2.4,2022-07-06
258922,14,22.8,2022-07-19
258922,16,5.5,2022-01-20
258922,21,1.4,2022-02-07
258922,21,11.4,2022-02-16
258922,21,2.9,2022-06-27
258922,21,5.0,2022-07-03
258922,21,9.2,2022-09-15
258922,23,25.7,2022-01-09
258922,28,1.2,2022-07-26
258922,7,19.4,2022-01-02
258922,7,6.4,2022-01-03
258922,46,3.5,2022-01-10
258924,3,0.4,2022-01-22
258924,3,123.1,2022-02-02
258924,7,35.6,2022-01-04
258924,7,0.6,2022-03-09
258924,13,62.1,2022-02-03
258924,14,94.7,2022-01-19
258924,21,30.5,2022-01-17
258924,33,16.4,2022-02-06
258924,48,0.1,2022-02-05
258925,23,6.7,2022-01-02
258927,45,5.1,2022-01-02
258927,45,0.6,2022-08-02
258929,7,33.8,2022-03-01
258929,7,10.0,2022-03-02
258930,7,11.1,2022-02-20
258930,7,11.2,2022-02-21
258930,7,51.1,2022-02-22
258930,7,7.6,2022-02-23
258930,21,5.3,2022-03-04
258930,21,4.1,2022-03-13
258930,21,8.4,2022-07-24
258930,21,9.0,2022-08-01
258930,21,10.5,2022-08-02
258930,21,16.9,2022-08-28
258930,7,19.3,2022-02-18
258930,7,22.5,2022-07-19
258930,7,13.6,2022-02-19
258933,7,1.5,2022-01-03
258933,7,4.3,2022-01-17
258936,7,21.1,2022-01-02
258936,25,4.4,2022-01-12
258939,7,10.8,2022-01-02
258940,2,3.5,2022-01-02
258940,42,7.6,2022-06-26
258947,7,0.1,2022-01-02
258951,23,29.9,2022-01-26
258951,23,12.0,2022-01-27
258951,7,13.1,2022-01-02
258951,7,0.1,2022-01-04
258951,42,7.8,2022-03-21
258951,42,19.8,2022-03-26
258951,42,7.9,2022-03-28
258954,7,3.4,2022-01-02
258955,7,41.7,2022-01-03
258955,7,66.4,2022-01-04
258955,7,16.8,2022-01-05
258955,23,50.4,2022-01-07
258955,23,29.5,2022-06-07
258955,23,64.4,2022-06-08
258955,23,31.7,2022-01-12
258955,23,31.0,2022-01-13
258955,23,53.9,2022-01-14
258955,23,21.5,2022-01-18
258955,23,1.3,2022-01-19
258955,7,51.6,2022-01-02
258956,7,12.3,2022-05-02
258956,7,55.9,2022-05-03
258956,7,15.7,2022-05-05
258956,14,95.7,2022-07-06
258956,14,64.7,2022-07-11
258956,14,63.0,2022-07-12
258956,14,53.4,2022-07-13
258956,14,52.1,2022-07-14
258956,14,10.7,2022-07-15
258956,14,36.4,2022-07-18
258956,14,0.1,2022-08-02
258956,21,49.5,2022-05-09
258956,23,14.8,2022-03-31
258956,23,24.4,2022-04-15
258956,23,82.0,2022-04-18
258956,23,41.5,2022-04-23
258956,7,44.7,2022-05-01
258957,7,3.6,2022-01-06
258959,42,0.1,2022-01-02
258960,21,3.4,2022-01-02
258962,23,0.1,2022-01-02
258965,23,1.5,2022-01-02
258967,23,2.8,2022-01-02
258969,34,5.2,2022-01-02
258970,21,33.9,2022-01-03
258971,7,61.0,2022-01-02
258971,7,9.3,2022-01-05
258971,7,7.2,2022-01-09
258971,7,18.1,2022-01-10
258971,7,8.9,2022-01-11
258971,7,32.6,2022-01-12
258971,14,7.7,2022-02-12
258971,14,4.4,2022-01-27
258971,14,11.7,2022-02-20
258971,14,0.3,2022-06-16
258971,14,3.2,2022-02-21
258971,20,24.6,2022-02-05
258971,20,18.9,2022-02-06
258971,21,23.9,2022-01-14
258971,21,3.7,2022-01-15
258971,21,67.9,2022-01-16
258971,21,5.8,2022-01-18
258971,21,4.7,2022-01-23
258971,22,22.0,2022-02-04
258971,7,0.3,2022-01-03
258973,3,20.3,2022-01-02
258974,28,20.9,2022-01-02
258979,27,0.2,2022-01-02
258979,28,1.3,2022-01-03
258980,7,51.1,2022-01-09
258980,7,57.0,2022-01-10
258980,23,4.7,2022-09-22
258980,7,0.1,2022-01-02
258980,42,3.4,2022-09-21
258980,46,64.8,2022-01-12
258980,46,50.8,2022-01-13
258980,46,31.9,2022-02-09
258980,46,20.6,2022-02-07
258980,46,54.3,2022-02-08
258982,7,0.1,2022-01-02
258984,7,34.7,2022-01-03
258984,7,37.7,2022-01-04
258984,7,11.1,2022-01-06
258984,7,56.7,2022-01-07
258984,20,29.3,2022-03-30
258984,20,0.1,2022-03-31
258984,20,25.7,2022-04-07
258984,21,28.3,2022-07-04
258984,23,7.1,2022-01-08
258984,23,30.8,2022-01-10
258984,23,50.0,2022-01-11
258984,30,6.5,2022-05-29
258984,30,11.9,2022-06-24
258984,30,17.6,2022-06-27
258984,35,0.3,2022-04-09
258984,35,11.2,2022-04-11
258984,35,16.2,2022-05-31
258984,35,39.7,2022-06-01
258984,7,19.8,2022-01-02
258987,37,0.3,2022-01-05
258989,45,0.3,2022-01-02
258991,7,5.6,2022-01-02
258993,42,0.3,2022-01-02
258994,4,65.1,2022-01-02
258994,4,16.0,2022-01-03
258994,4,14.0,2022-01-10
258996,7,10.5,2022-01-04
258996,7,13.2,2022-01-06
258996,7,15.5,2022-01-16
258997,23,8.4,2022-01-02
258998,20,0.3,2022-01-02
258999,23,0.5,2022-01-02
259000,7,48.2,2022-01-02
259000,7,7.7,2022-01-03
259000,7,1.4,2022-01-11
259001,33,5.5,2022-01-02
259001,33,2.4,2022-01-03
259002,14,13.3,2022-01-02
259002,14,28.4,2022-01-03
259002,14,10.6,2022-01-06
259005,2,0.6,2022-02-19
259005,2,0.9,2022-02-21
259005,20,0.6,2022-07-11
259005,21,0.5,2022-01-02
259008,7,1.1,2022-01-02
259011,3,9.1,2022-04-21
259011,7,53.6,2022-01-02
259011,7,43.5,2022-01-04
259011,14,1.5,2022-02-21
259011,14,4.4,2022-02-23
259011,14,14.1,2022-03-01
259011,14,15.2,2022-04-18
259011,14,111.1,2022-04-19
259011,14,52.8,2022-04-20
259011,14,92.7,2022-02-26
259011,14,33.1,2022-04-03
259011,14,8.4,2022-03-19
259011,14,13.1,2022-03-09
259011,14,18.7,2022-03-18
259011,14,20.2,2022-03-27
259011,14,21.8,2022-03-31
259011,14,1.1,2022-05-11
259011,14,57.7,2022-04-06
259011,14,4.9,2022-04-07
259011,14,79.3,2022-04-09
259011,14,108.5,2022-04-15
259011,14,70.2,2022-04-16
259011,14,75.7,2022-04-17
259011,16,74.5,2022-01-14
259011,16,125.6,2022-01-15
259011,16,76.0,2022-01-16
259011,16,87.2,2022-01-17
259011,16,40.1,2022-01-18
259011,16,7.3,2022-01-19
259011,16,26.2,2022-01-20
259011,16,59.0,2022-01-22
259011,16,70.6,2022-01-23
259011,16,28.0,2022-01-27
259011,16,17.0,2022-02-04
259011,16,1.0,2022-01-28
259011,16,1.9,2022-02-03
259011,16,15.6,2022-02-05
259011,16,69.9,2022-02-06
259011,16,22.1,2022-02-08
259011,21,102.9,2022-03-02
259011,23,5.0,2022-01-13
259011,23,7.7,2022-01-05
259011,23,46.0,2022-03-03
259011,23,34.3,2022-03-12
259011,23,0.1,2022-03-15
259011,23,5.8,2022-03-11
259011,23,34.4,2022-03-16
259011,23,36.5,2022-03-13
259011,23,28.2,2022-03-14
259011,23,0.2,2022-03-17
259011,5,3.5,2022-04-22
259012,23,36.0,2022-01-03
259012,23,0.4,2022-01-04
259012,23,25.4,2022-01-05
259014,25,2.4,2022-01-02
259015,32,14.9,2022-01-02
259015,32,78.4,2022-01-04
259015,32,35.2,2022-01-09
259015,32,0.9,2022-01-10
259015,32,12.2,2022-01-12
259015,32,7.9,2022-01-19
259017,41,1.1,2022-01-02
259018,7,0.7,2022-01-04
259019,7,68.2,2022-08-30
259019,15,53.2,2022-08-04
259019,15,0.4,2022-08-23
259019,15,10.4,2022-08-31
259019,15,7.1,2022-07-24
259019,15,13.2,2022-07-31
259019,15,23.2,2022-08-01
259019,15,29.0,2022-08-03
259019,15,2.3,2022-08-25
259019,15,11.7,2022-08-07
259019,15,1.2,2022-08-26
259019,23,0.1,2022-10-19
259019,7,0.2,2022-06-10
259020,7,5.8,2022-01-02
259022,7,1.2,2022-01-02
259024,22,18.0,2022-01-03
259024,37,9.0,2022-01-02
259025,22,2.3,2022-01-02
259026,7,13.0,2022-01-03
259026,7,22.8,2022-01-04
259026,7,27.3,2022-01-05
259026,7,2.2,2022-01-06
259026,7,20.8,2022-01-10
259026,16,23.2,2022-04-04
259026,16,11.4,2022-04-10
259026,16,3.9,2022-04-11
259026,16,22.4,2022-04-12
259026,16,13.2,2022-04-13
259026,16,4.2,2022-04-15
259026,16,73.6,2022-04-16
259026,16,6.3,2022-04-17
259026,16,38.2,2022-04-18
259026,16,19.4,2022-04-23
259026,16,31.7,2022-04-25
259026,16,28.5,2022-04-30
259026,16,16.4,2022-05-02
259026,21,36.1,2022-01-17
259026,21,9.2,2022-01-18
259026,21,19.1,2022-01-24
259026,21,1.3,2022-03-08
259026,21,20.6,2022-03-09
259026,21,10.7,2022-03-11
259026,21,49.4,2022-03-13
259026,21,7.4,2022-03-14
259026,21,15.6,2022-03-18
259026,28,9.9,2022-03-29
259026,7,28.6,2022-01-02
259028,21,1.7,2022-01-02
259028,21,58.3,2022-01-03
259028,21,20.5,2022-01-23
259028,21,35.8,2022-01-04
259028,21,23.9,2022-01-05
259028,21,23.5,2022-01-26
259028,21,15.1,2022-01-25
259029,7,10.4,2022-01-03
259032,41,30.7,2022-01-13
259033,21,3.3,2022-01-02
259034,35,15.4,2022-01-11
259034,35,3.5,2022-01-13
259034,35,15.2,2022-01-16
259034,35,0.2,2022-01-09
259035,16,1.1,2022-01-02
259036,53,6.5,2022-06-30
259039,21,3.6,2022-01-08
259039,21,4.6,2022-01-10
259039,21,48.7,2022-01-13
259039,21,35.2,2022-01-14
259039,21,8.0,2022-01-16
259039,21,67.3,2022-01-17
259039,21,5.5,2022-01-27
259039,21,1.2,2022-01-28
259039,42,72.0,2022-01-02
259039,42,26.8,2022-01-03
259039,42,2.2,2022-01-04
259039,42,116.8,2022-01-05
259039,42,10.3,2022-01-06
259040,23,0.1,2022-01-02
259041,2,0.2,2022-01-02
259042,21,2.8,2022-08-15
259042,21,8.6,2022-08-17
259042,21,26.2,2022-08-20
259042,21,127.6,2022-08-18
259042,21,29.4,2022-08-21
259043,7,10.2,2022-01-03
259043,7,0.8,2022-01-02
259045,16,2.2,2022-01-25
259046,23,141.2,2022-02-22
259047,7,1.7,2022-01-02
259047,7,25.5,2022-01-03
259048,7,0.6,2022-01-02
259051,7,0.4,2022-01-02
259054,5,39.6,2022-04-19
259054,5,0.1,2022-01-31
259054,5,4.8,2022-04-23
259054,5,16.1,2022-04-30
259054,21,8.9,2022-02-02
259055,13,2.0,2022-01-03
259056,21,0.5,2022-01-03
259057,7,8.4,2022-01-03
259058,23,1.2,2022-01-03
259059,26,4.3,2022-01-03
259060,7,19.8,2022-01-09
259060,7,1.2,2022-01-03
259060,7,9.2,2022-01-06
259062,7,9.5,2022-01-03
259063,15,4.7,2022-01-03
259065,15,0.4,2022-01-03
259067,7,59.8,2022-01-03
259068,27,5.7,2022-01-03
259068,35,40.9,2022-01-06
259069,7,1.0,2022-01-03
259070,14,40.4,2022-02-07
259070,14,38.9,2022-02-09
259070,14,18.3,2022-02-10
259070,14,10.8,2022-02-16
259070,14,38.6,2022-02-25
259070,14,14.7,2022-02-26
259070,14,42.2,2022-03-02
259070,14,168.7,2022-03-07
259070,14,8.8,2022-03-18
259070,14,13.3,2022-03-30
259070,14,15.4,2022-03-31
259070,23,6.7,2022-02-20
259070,23,1.2,2022-02-21
259070,42,22.7,2022-01-15
259070,42,31.1,2022-01-16
259070,42,0.3,2022-06-20
259070,42,130.2,2022-01-18
259070,42,38.4,2022-01-19
259070,42,74.4,2022-01-24
259071,7,45.0,2022-01-04
259071,7,8.6,2022-01-03
259072,13,1.8,2022-01-03
259077,3,10.2,2022-01-03
259078,7,0.9,2022-01-03
259079,35,0.2,2022-01-03
259080,7,118.2,2022-01-08
259080,23,10.5,2022-01-31
259080,39,27.7,2022-01-04
259084,7,1.1,2022-01-03
259084,42,15.9,2022-01-28
259085,16,0.9,2022-01-03
259086,16,5.3,2022-01-03
259088,23,28.6,2022-01-04
259088,23,7.1,2022-01-05
259088,23,40.2,2022-01-06
259088,7,10.6,2022-01-03
259090,21,10.0,2022-01-03
259093,13,3.0,2022-01-03
259093,23,96.1,2022-01-08
259095,7,0.1,2022-01-21
259097,7,12.2,2022-01-03
259098,7,0.3,2022-01-03
259098,7,19.8,2022-05-27
259099,7,1.1,2022-01-03
259101,37,0.3,2022-02-01
259101,42,1.6,2022-01-03
259102,21,0.2,2022-01-03
259103,42,13.7,2022-01-03
259104,23,0.7,2022-01-03
259105,14,0.2,2022-01-03
259105,20,12.4,2022-01-18
259105,21,1.1,2022-01-16
259105,21,24.7,2022-01-17
259105,37,65.0,2022-01-24
259105,37,12.0,2022-01-27
259105,37,12.6,2022-01-25
259106,7,60.2,2022-01-03
259106,7,60.0,2022-01-04
259106,7,55.1,2022-03-28
259106,7,64.1,2022-01-05
259106,7,28.9,2022-03-29
259106,7,32.6,2022-03-30
259106,7,6.5,2022-03-31
259106,7,61.9,2022-01-06
259106,7,60.3,2022-01-07
259106,7,1.0,2022-04-01
259106,13,30.5,2022-03-20
259106,13,33.4,2022-03-21
259106,13,30.9,2022-03-22
259106,13,35.2,2022-03-24
259106,21,12.2,2022-04-03
259106,21,32.2,2022-04-05
259106,21,33.4,2022-04-06
259106,21,4.6,2022-04-12
259106,21,33.4,2022-04-04
259106,21,41.1,2022-04-09
259106,23,35.8,2022-01-30
259106,23,30.5,2022-01-31
259106,23,4.5,2022-03-16
259106,23,14.2,2022-03-17
259106,23,41.7,2022-03-19
259106,23,29.4,2022-05-23
259106,23,30.2,2022-02-01
259106,23,30.1,2022-02-03
259106,23,32.6,2022-02-05
259106,23,31.9,2022-02-06
259106,23,31.4,2022-02-08
259106,23,44.5,2022-02-10
259106,23,33.0,2022-02-18
259106,23,44.5,2022-02-23
259106,23,34.5,2022-03-05
259106,23,35.4,2022-02-09
259106,23,48.5,2022-02-20
259106,23,35.6,2022-02-07
259106,23,32.3,2022-02-21
259106,23,36.0,2022-02-25
259106,23,46.2,2022-02-26
259106,23,72.0,2022-02-27
259106,23,37.6,2022-03-02
259106,23,40.7,2022-03-03
259106,23,54.4,2022-03-04
259106,23,41.4,2022-02-28
259106,23,42.6,2022-03-06
259106,23,30.8,2022-03-07
259106,23,31.7,2022-03-09
259106,23,54.2,2022-03-10
259106,23,47.5,2022-03-12
259106,39,40.4,2022-04-10
259106,39,33.8,2022-04-11
259106,39,0.5,2022-04-14
259106,39,72.6,2022-04-15
259106,7,32.2,2022-03-25
259106,42,36.4,2022-01-16
259106,42,61.0,2022-01-08
259106,42,60.4,2022-01-09
259106,42,60.6,2022-01-10
259106,42,61.7,2022-01-13
259106,42,64.6,2022-01-14
259106,42,0.1,2022-01-11
259106,42,60.9,2022-01-15
259106,46,60.3,2022-01-17
259106,46,31.5,2022-01-18
259106,46,33.4,2022-01-26
259106,46,47.8,2022-01-28
259106,46,32.3,2022-01-19
259106,46,33.3,2022-01-20
259106,46,30.3,2022-01-21
259106,46,37.4,2022-01-22
259106,46,30.1,2022-01-23
259106,46,35.2,2022-01-24
259106,46,32.2,2022-01-25
259108,21,22.7,2022-01-30
259108,23,3.3,2022-01-03
259108,23,0.1,2022-02-25
259108,23,2.0,2022-02-27
259110,4,17.4,2022-01-05
259110,23,40.4,2022-01-07
259110,23,10.8,2022-01-08
259113,7,0.4,2022-01-03
259114,3,2.0,2022-01-03
259115,7,0.7,2022-01-03
259116,7,37.9,2022-01-03
259118,7,45.5,2022-01-04
259118,23,26.0,2022-01-10
