engagement_id,student_id,engagement_quizzes,engagement_exams,engagement_lessons,date_engaged
111040,258915,1,0,1,2022-01-06
111041,258916,1,1,1,2022-04-13
111042,258916,1,1,1,2022-04-14
111043,258917,1,0,1,2022-01-02
111044,258920,1,0,1,2022-01-02
111045,258922,1,0,1,2022-01-02
111046,258922,1,1,1,2022-01-04
111047,258922,1,1,1,2022-01-05
111048,258922,1,0,1,2022-02-16
111049,258924,1,0,1,2022-01-04
111050,258929,1,0,1,2022-03-01
111051,258929,1,1,1,2022-03-02
111052,258930,1,0,1,2022-02-18
111053,258930,1,0,1,2022-02-19
111054,258930,1,0,1,2022-02-20
111055,258930,1,1,1,2022-02-21
111056,258930,1,1,1,2022-02-22
111057,258930,1,1,1,2022-02-23
111058,258930,1,0,1,2022-03-13
111059,258951,1,0,1,2022-01-02
111060,258955,1,0,1,2022-01-02
111061,258955,1,1,1,2022-01-03
111062,258955,1,1,1,2022-01-04
111063,258955,1,1,1,2022-01-05
111064,258956,1,0,1,2022-05-01
111065,258956,1,1,1,2022-05-02
111066,258956,1,1,1,2022-05-03
111067,258956,1,1,1,2022-05-05
111068,258956,1,0,1,2022-05-09
111069,258970,1,0,1,2022-01-03
111070,258971,1,1,1,2022-01-02
111071,258971,1,0,1,2022-01-05
111072,258971,1,0,1,2022-01-10
111073,258971,1,0,1,2022-02-12
111074,258971,1,0,1,2022-02-20
111075,258971,1,0,1,2022-02-05
111076,258971,1,0,1,2022-01-12
111077,258971,1,0,1,2022-01-14
111078,258971,1,1,1,2022-01-16
111079,258971,1,0,1,2022-01-23
111080,258971,1,0,1,2022-02-04
111081,258974,1,0,1,2022-01-02
111082,258980,1,1,1,2022-01-09
111083,258980,1,1,1,2022-01-10
111084,258984,1,0,1,2022-01-02
111085,258984,1,1,1,2022-01-03
111086,258984,1,0,1,2022-01-04
111087,258984,1,1,1,2022-01-06
111088,258984,1,1,1,2022-01-07
111089,258984,1,0,1,2022-03-30
111090,258984,1,1,1,2022-04-07
111091,258984,1,0,1,2022-04-11
111092,258994,1,0,1,2022-01-02
111093,258994,1,0,1,2022-01-03
111094,258994,1,0,1,2022-01-10
111095,258996,1,0,1,2022-01-04
111096,258996,1,0,1,2022-01-06
111097,258996,1,0,1,2022-01-16
111098,258997,1,0,1,2022-01-02
111099,259000,1,0,1,2022-01-02
111100,259002,1,0,1,2022-01-02
111101,259002,1,0,1,2022-01-03
111102,259002,1,0,1,2022-01-06
111103,259011,1,0,1,2022-01-02
111104,259011,1,1,1,2022-01-04
111105,259011,1,0,1,2022-02-26
111106,259011,1,0,1,2022-03-18
111107,259011,1,0,1,2022-03-19
111108,259011,1,0,1,2022-03-27
111109,259011,1,0,1,2022-03-31
111110,259011,1,0,1,2022-04-06
111111,259011,1,0,1,2022-04-15
111112,259011,1,0,1,2022-04-16
111113,259011,1,1,1,2022-04-17
111114,259011,1,1,1,2022-03-02
111115,259011,1,1,1,2022-04-19
111116,259011,1,1,1,2022-04-20
111117,259015,1,0,1,2022-01-02
111118,259015,1,0,1,2022-01-04
111119,259015,1,0,1,2022-01-09
111120,259015,1,0,1,2022-01-12
111121,259015,1,0,1,2022-01-19
111122,259020,1,0,1,2022-01-02
111123,259024,1,0,1,2022-01-03
111124,259024,1,0,1,2022-01-02
111125,259025,1,0,1,2022-01-02
111126,259026,1,0,1,2022-01-02
111127,259026,1,1,1,2022-01-03
111128,259026,1,0,1,2022-01-04
111129,259026,1,1,1,2022-01-06
111130,259026,1,1,1,2022-01-10
111131,259026,1,0,1,2022-01-17
111132,259026,1,0,1,2022-01-18
111133,259026,1,0,1,2022-01-24
111134,259026,1,0,1,2022-03-09
111135,259026,1,0,1,2022-03-11
111136,259026,1,1,1,2022-03-13
111137,259026,1,0,1,2022-03-14
111138,259026,1,0,1,2022-03-18
111139,259028,1,0,1,2022-01-03
111140,259028,1,0,1,2022-01-04
111141,259028,1,0,1,2022-01-05
111142,259029,1,0,1,2022-01-03
111143,259034,1,0,1,2022-01-11
111144,259034,1,0,1,2022-01-16
111145,259039,1,0,1,2022-01-10
111146,259039,1,0,1,2022-01-13
111147,259039,1,0,1,2022-01-14
111148,259039,1,0,1,2022-01-17
111149,259039,1,0,1,2022-01-27
111150,259043,1,1,1,2022-01-03
111151,259047,1,0,1,2022-01-03
111152,259054,1,0,1,2022-04-19
111153,259054,1,0,1,2022-02-02
111154,259057,1,0,1,2022-01-03
111155,259060,1,0,1,2022-01-06
111156,259060,1,0,1,2022-01-09
111157,259062,1,0,1,2022-01-03
111158,259067,1,1,1,2022-01-03
111159,259068,1,0,1,2022-01-06
111160,259069,1,0,1,2022-01-03
111161,259070,1,0,1,2022-02-07
111162,259070,1,0,1,2022-02-09
111163,259070,1,0,1,2022-02-10
111164,259071,1,0,1,2022-01-03
111165,259071,1,0,1,2022-01-04
111166,259080,1,1,1,2022-01-08
111167,259088,1,0,0,2022-01-02
111168,259088,1,0,1,2022-01-03
111169,259090,1,0,1,2022-01-03
111170,259097,1,0,1,2022-01-03
111171,259105,1,0,1,2022-01-18
111172,259105,1,0,1,2022-01-17
111173,259105,1,0,1,2022-01-24
111174,259105,1,0,1,2022-01-25
111175,259106,1,1,1,2022-01-03
111176,259106,1,1,1,2022-01-05
111177,259106,1,0,1,2022-01-06
111178,259106,1,0,1,2022-04-03
111179,259106,1,0,1,2022-04-04
111180,259108,1,0,1,2022-01-30
111181,259110,1,0,1,2022-01-05
111182,259113,1,0,1,2022-01-03
111183,259116,1,0,1,2022-01-03
111184,259118,1,1,1,2022-01-04
111185,259121,1,1,1,2022-01-08
111186,259123,1,0,1,2022-01-03
111187,259123,1,0,1,2022-04-15
111188,259125,1,0,1,2022-01-03
111189,259134,1,0,1,2022-01-04
111190,259143,1,0,1,2022-01-05
111191,259149,1,0,1,2022-01-03
111192,259152,1,0,1,2022-01-09
111193,259155,1,0,1,2022-01-04
111194,259155,1,0,1,2022-01-05
111195,259155,1,1,1,2022-01-10
111196,259166,1,0,0,2022-01-03
111197,259167,1,0,1,2022-01-04
111198,259171,1,1,1,2022-01-04
111199,259171,1,1,1,2022-01-26
111200,259172,1,0,1,2022-01-04
111201,259174,1,1,1,2022-01-06
111202,259174,1,1,1,2022-01-07
111203,259174,1,0,1,2022-02-11
111204,259174,1,0,1,2022-02-12
111205,259174,1,0,1,2022-02-13
111206,259174,1,0,1,2022-02-14
111207,259174,1,0,1,2022-02-15
111208,259174,1,0,1,2022-02-16
111209,259174,1,0,1,2022-03-15
111210,259174,1,0,1,2022-03-16
111211,259174,1,0,1,2022-03-18
111212,259174,1,0,1,2022-03-31
111213,259174,1,0,1,2022-04-01
111214,259174,1,1,1,2022-01-25
111215,259174,1,0,1,2022-01-26
111216,259174,1,1,1,2022-01-29
111217,259174,1,0,1,2022-01-30
111218,259174,1,1,1,2022-02-01
111219,259174,1,0,1,2022-02-02
111220,259174,1,0,1,2022-02-03
111221,259174,1,1,1,2022-01-17
111222,259174,1,1,1,2022-01-18
111223,259183,1,0,1,2022-02-07
111224,259187,1,0,1,2022-01-07
111225,259188,1,0,1,2022-01-04
111226,259195,1,0,1,2022-01-04
111227,259199,1,0,1,2022-01-04
111228,259203,1,0,1,2022-01-05
111229,259205,1,0,1,2022-01-05
111230,259209,1,1,1,2022-01-04
111231,259209,1,0,1,2022-01-09
111232,259210,1,0,1,2022-01-04
111233,259210,1,0,1,2022-01-05
111234,259211,1,0,1,2022-01-04
111235,259211,1,0,1,2022-01-06
111236,259217,1,0,1,2022-01-04
111237,259233,1,1,1,2022-01-04
111238,259239,1,0,1,2022-01-04
111239,259239,1,1,1,2022-01-05
111240,259242,1,0,1,2022-01-04
111241,259244,1,0,1,2022-01-04
111242,259246,1,0,1,2022-01-04
111243,259258,1,0,1,2022-01-04
111244,259258,1,1,1,2022-01-05
111245,259258,1,1,1,2022-01-17
111246,259258,1,0,1,2022-01-19
111247,259258,1,0,1,2022-03-14
111248,259258,1,0,1,2022-03-15
111249,259258,1,0,1,2022-03-16
111250,259258,1,0,1,2022-03-18
111251,259258,1,1,1,2022-01-14
111252,259258,1,1,1,2022-01-06
111253,259258,1,0,1,2022-01-07
111254,259258,1,1,1,2022-01-11
111255,259258,1,0,1,2022-01-10
111256,259258,1,0,1,2022-04-09
111257,259258,1,1,1,2022-01-12
111258,259258,1,0,1,2022-01-15
111259,259258,1,1,1,2022-01-16
111260,259260,1,0,1,2022-01-05
111261,259260,1,0,1,2022-01-08
111262,259261,1,0,1,2022-01-12
111263,259262,1,0,1,2022-01-19
111264,259262,1,0,1,2022-02-12
111265,259262,1,0,1,2022-02-14
111266,259262,1,0,1,2022-02-15
111267,259262,1,1,1,2022-02-20
111268,259262,1,0,1,2022-02-21
111269,259262,1,0,1,2022-05-21
111270,259264,1,0,1,2022-01-05
111271,259264,1,1,1,2022-01-06
111272,259267,1,0,1,2022-01-04
111273,259268,1,1,1,2022-01-05
111274,259268,1,0,1,2022-01-13
111275,259269,1,0,1,2022-01-04
111276,259269,1,0,1,2022-01-05
111277,259271,1,0,1,2022-01-05
111278,259273,1,0,1,2022-01-04
111279,259278,1,0,1,2022-01-04
111280,259278,1,0,1,2022-01-31
111281,259283,1,1,1,2022-01-15
111282,259283,1,1,1,2022-01-23
111283,259283,1,1,1,2022-04-12
111284,259283,1,0,1,2022-01-09
111285,259283,1,0,1,2022-04-03
111286,259283,1,0,1,2022-04-05
111287,259283,1,0,1,2022-04-10
111288,259283,1,0,1,2022-04-27
111289,259283,1,0,1,2022-04-29
111290,259283,1,0,1,2022-01-04
111291,259283,1,0,1,2022-01-05
111292,259283,1,0,1,2022-01-07
111293,259283,1,1,1,2022-01-10
111294,259283,1,1,1,2022-01-11
111295,259283,1,1,1,2022-01-12
111296,259283,1,0,1,2022-01-13
111297,259283,1,1,1,2022-01-14
111298,259283,1,1,1,2022-01-08
111299,259283,1,1,1,2022-01-17
111300,259283,1,0,1,2022-01-19
111301,259283,1,0,1,2022-01-20
111302,259283,1,1,1,2022-01-22
111303,259283,1,0,1,2022-01-24
111304,259283,1,1,1,2022-01-25
111305,259283,1,0,1,2022-04-14
111306,259283,1,0,1,2022-04-26
111307,259284,1,1,1,2022-01-05
111308,259284,1,1,1,2022-01-06
111309,259289,1,0,1,2022-01-04
111310,259297,1,1,1,2022-01-05
111311,259297,1,0,1,2022-01-08
111312,259297,1,1,1,2022-01-09
111313,259299,1,0,1,2022-01-05
111314,259300,1,0,1,2022-03-21
111315,259300,1,0,1,2022-05-24
111316,259300,1,0,1,2022-01-05
111317,259300,1,0,1,2022-01-14
111318,259300,1,0,1,2022-01-26
111319,259300,1,0,1,2022-01-28
111320,259300,1,1,1,2022-01-29
111321,259305,1,0,1,2022-01-19
111322,259305,1,0,1,2022-01-20
111323,259318,1,1,1,2022-01-05
111324,259322,1,0,1,2022-01-05
111325,259328,1,1,1,2022-01-05
111326,259328,1,1,1,2022-01-06
111327,259343,1,0,1,2022-01-18
111328,259344,1,0,1,2022-01-05
111329,259345,1,0,1,2022-01-05
111330,259354,1,0,1,2022-01-05
111331,259354,1,0,1,2022-01-06
111332,259364,1,0,1,2022-01-05
111333,259364,1,0,1,2022-01-11
111334,259364,1,0,1,2022-01-12
111335,259366,1,0,1,2022-01-05
111336,259366,1,1,1,2022-01-06
111337,259371,1,0,1,2022-01-05
111338,259374,1,0,1,2022-01-17
111339,259378,1,0,1,2022-01-05
111340,259378,1,0,1,2022-01-06
111341,259383,1,0,1,2022-05-19
111342,259383,1,0,1,2022-05-25
111343,259390,1,0,1,2022-01-05
111344,259393,1,0,1,2022-01-21
111345,259393,1,1,1,2022-01-22
111346,259393,1,0,1,2022-02-08
111347,259395,1,0,1,2022-02-03
111348,259395,1,0,1,2022-03-19
111349,259398,1,1,1,2022-01-08
111350,259398,1,1,1,2022-01-10
111351,259401,1,0,1,2022-01-05
111352,259401,1,1,1,2022-01-06
111353,259402,1,0,1,2022-03-13
111354,259403,1,0,0,2022-01-05
111355,259408,1,0,1,2022-01-07
111356,259410,1,0,1,2022-01-05
111357,259418,1,0,1,2022-01-28
111358,259426,1,0,1,2022-01-07
111359,259426,1,0,1,2022-01-15
111360,259426,1,0,1,2022-01-29
111361,259427,1,0,1,2022-01-06
111362,259427,1,0,1,2022-01-08
111363,259427,1,0,1,2022-01-09
111364,259427,1,0,1,2022-01-10
111365,259427,1,0,1,2022-01-13
111366,259427,1,0,1,2022-01-14
111367,259427,1,0,1,2022-01-15
111368,259429,1,0,1,2022-01-06
111369,259429,1,0,1,2022-01-17
111370,259429,1,1,1,2022-01-18
111371,259429,1,1,1,2022-01-19
111372,259429,1,0,1,2022-01-20
111373,259429,1,1,1,2022-01-21
111374,259429,1,1,1,2022-01-22
111375,259433,1,0,1,2022-01-06
111376,259435,1,0,1,2022-01-06
111377,259441,1,0,1,2022-01-06
111378,259441,1,0,1,2022-01-08
111379,259445,1,1,1,2022-01-06
111380,259446,1,0,1,2022-01-06
111381,259447,1,1,1,2022-01-06
111382,259451,1,0,1,2022-01-10
111383,259451,1,1,1,2022-01-21
111384,259457,1,0,1,2022-01-06
111385,259462,1,1,1,2022-01-06
111386,259462,1,0,1,2022-01-07
111387,259464,1,0,1,2022-01-14
111388,259465,1,0,1,2022-01-06
111389,259474,1,0,1,2022-02-02
111390,259474,1,0,1,2022-02-03
111391,259474,1,0,1,2022-02-07
111392,259474,1,0,1,2022-01-24
111393,259476,1,0,1,2022-01-09
111394,259476,1,0,1,2022-01-10
111395,259476,1,0,1,2022-01-11
111396,259482,1,1,1,2022-01-08
111397,259482,1,0,1,2022-01-09
111398,259482,1,1,1,2022-01-12
111399,259483,1,0,1,2022-01-21
111400,259483,1,0,1,2022-01-24
111401,259483,1,1,1,2022-05-23
111402,259486,1,0,1,2022-01-06
111403,259486,1,0,1,2022-01-09
111404,259487,1,0,1,2022-01-06
111405,259487,1,0,1,2022-01-07
111406,259489,1,0,1,2022-01-06
111407,259491,1,0,1,2022-05-05
111408,259491,1,1,1,2022-05-09
111409,259491,1,1,1,2022-05-10
111410,259494,1,1,1,2022-02-10
111411,259494,1,1,1,2022-02-12
111412,259494,1,0,1,2022-01-23
111413,259494,1,0,1,2022-01-24
111414,259494,1,0,1,2022-01-29
111415,259494,1,1,1,2022-01-30
111416,259494,1,1,1,2022-02-09
111417,259504,1,0,1,2022-01-28
111418,259504,1,0,1,2022-01-31
111419,259504,1,0,1,2022-04-15
111420,259504,1,0,1,2022-04-16
111421,259504,1,0,1,2022-04-18
111422,259504,1,0,1,2022-04-19
111423,259504,1,1,1,2022-04-21
111424,259504,1,1,1,2022-01-16
111425,259504,1,1,1,2022-01-18
111426,259504,1,1,1,2022-01-24
111427,259504,1,1,1,2022-01-25
111428,259504,1,0,1,2022-01-15
111429,259504,1,1,1,2022-04-03
111430,259504,1,1,1,2022-04-12
111431,259504,1,1,1,2022-04-01
111432,259506,1,0,1,2022-01-20
111433,259506,1,0,1,2022-01-06
111434,259506,1,0,1,2022-01-07
111435,259506,1,0,1,2022-01-12
111436,259506,1,0,1,2022-02-24
111437,259506,1,0,1,2022-02-25
111438,259506,1,0,1,2022-02-28
111439,259510,1,0,1,2022-01-06
111440,259510,1,1,1,2022-01-07
111441,259510,1,0,1,2022-01-08
111442,259510,1,0,1,2022-01-09
111443,259510,1,0,1,2022-01-10
111444,259510,1,0,1,2022-01-11
111445,259510,1,0,1,2022-01-14
111446,259510,1,0,1,2022-01-20
111447,259510,1,0,1,2022-02-02
111448,259513,1,0,1,2022-01-06
111449,259518,1,0,1,2022-01-07
111450,259519,1,1,1,2022-01-08
111451,259523,1,0,1,2022-01-08
111452,259523,1,1,1,2022-01-24
111453,259523,1,1,1,2022-01-25
111454,259524,1,0,1,2022-01-26
111455,259524,1,1,1,2022-01-27
111456,259524,1,1,1,2022-01-28
111457,259524,1,0,1,2022-01-29
111458,259524,1,1,1,2022-02-11
111459,259524,1,1,1,2022-02-12
111460,259524,1,0,1,2022-02-15
111461,259524,1,0,1,2022-02-16
111462,259524,1,1,1,2022-02-17
111463,259524,1,0,1,2022-03-12
111464,259524,1,1,1,2022-03-13
111465,259524,1,1,1,2022-02-18
111466,259524,1,0,1,2022-02-21
111467,259524,1,0,1,2022-01-14
111468,259524,1,0,1,2022-02-10
111469,259524,1,1,1,2022-02-22
111470,259525,1,0,1,2022-01-06
111471,259528,1,0,1,2022-01-26
111472,259533,1,0,1,2022-01-07
111473,259533,1,0,1,2022-01-08
111474,259533,1,1,1,2022-03-27
111475,259533,1,1,1,2022-03-28
111476,259533,1,1,1,2022-03-29
111477,259533,1,0,1,2022-05-10
111478,259533,1,0,1,2022-05-11
111479,259533,1,0,1,2022-05-13
111480,259534,1,0,1,2022-01-25
111481,259545,1,0,1,2022-01-13
111482,259547,1,0,1,2022-01-07
111483,259548,1,0,1,2022-01-07
111484,259549,1,1,1,2022-01-08
111485,259549,1,1,1,2022-01-26
111486,259557,1,0,1,2022-01-12
111487,259559,1,0,1,2022-01-07
111488,259560,1,0,1,2022-01-07
111489,259561,1,0,1,2022-01-07
111490,259568,1,0,1,2022-02-04
111491,259574,1,0,1,2022-01-09
111492,259575,1,0,1,2022-01-09
111493,259575,1,1,1,2022-01-14
111494,259581,1,0,1,2022-01-08
111495,259590,1,0,1,2022-01-07
111496,259590,1,1,1,2022-01-08
111497,259601,1,0,1,2022-01-09
111498,259601,1,0,1,2022-01-10
111499,259611,1,0,1,2022-01-08
111500,259613,1,0,1,2022-01-07
111501,259620,1,0,1,2022-01-28
111502,259620,1,0,1,2022-02-01
111503,259620,1,0,1,2022-02-03
111504,259622,1,0,1,2022-01-07
111505,259622,1,1,1,2022-01-08
111506,259623,1,0,1,2022-01-07
111507,259624,1,0,1,2022-01-08
111508,259634,1,0,1,2022-01-08
111509,259635,1,0,1,2022-01-07
111510,259635,1,0,1,2022-01-08
111511,259640,1,0,1,2022-01-07
111512,259652,1,0,1,2022-01-07
111513,259652,1,0,1,2022-01-08
111514,259654,1,0,1,2022-01-10
111515,259654,1,0,1,2022-01-11
111516,259654,1,1,1,2022-02-05
111517,259654,1,0,1,2022-02-07
111518,259655,1,0,1,2022-01-08
111519,259657,1,1,1,2022-01-08
111520,259657,1,0,1,2022-05-08
111521,259657,1,0,1,2022-01-28
111522,259657,1,0,1,2022-01-30
111523,259659,1,0,1,2022-01-08
111524,259664,1,1,1,2022-01-10
111525,259664,1,1,1,2022-01-11
111526,259678,1,0,1,2022-01-08
111527,259680,1,0,1,2022-03-12
111528,259680,1,0,1,2022-03-26
111529,259682,1,0,1,2022-01-08
111530,259683,1,0,1,2022-01-31
111531,259684,1,0,1,2022-01-08
111532,259684,1,1,1,2022-01-21
111533,259684,1,0,1,2022-02-03
111534,259684,1,0,1,2022-02-05
111535,259684,1,1,1,2022-02-12
111536,259684,1,1,1,2022-02-21
111537,259684,1,0,1,2022-02-18
111538,259684,1,0,1,2022-02-19
111539,259685,1,0,1,2022-01-08
111540,259695,1,0,1,2022-01-09
111542,259702,1,1,1,2022-01-08
111543,259702,1,1,1,2022-01-09
111544,259702,1,1,1,2022-03-30
111545,259702,1,0,1,2022-04-01
111546,259706,1,0,1,2022-01-08
111547,259706,1,0,1,2022-01-09
111548,259706,1,0,1,2022-01-10
111549,259706,1,1,1,2022-01-15
111550,259711,1,0,1,2022-01-11
111551,259711,1,1,1,2022-01-13
111552,259712,1,0,1,2022-01-08
111553,259715,1,0,1,2022-01-08
111554,259715,1,0,1,2022-01-10
111555,259715,1,0,1,2022-01-12
111556,259715,1,0,1,2022-01-09
111557,259727,1,0,1,2022-01-08
111558,259727,1,0,1,2022-01-09
111559,259727,1,0,1,2022-01-20
111560,259727,1,0,1,2022-01-29
111561,259727,1,0,1,2022-01-31
111562,259727,1,0,1,2022-02-04
111563,259727,1,0,1,2022-02-06
111564,259727,1,0,1,2022-02-08
111565,259727,1,0,1,2022-02-12
111566,259727,1,0,1,2022-02-23
111567,259727,1,0,1,2022-02-27
111568,259727,1,0,1,2022-02-28
111569,259727,1,0,1,2022-03-01
111570,259727,1,0,1,2022-03-14
111571,259727,1,0,1,2022-03-16
111572,259727,1,0,1,2022-03-18
111573,259729,1,0,1,2022-01-08
111574,259730,1,0,1,2022-01-09
111575,259730,1,0,1,2022-01-10
111576,259730,1,0,1,2022-01-11
111577,259731,1,0,1,2022-01-18
111578,259731,1,0,1,2022-01-23
111579,259731,1,1,1,2022-01-24
111580,259731,1,1,1,2022-01-25
111581,259732,1,0,1,2022-01-08
111582,259739,1,1,1,2022-01-08
111583,259739,1,0,1,2022-01-09
111584,259744,1,0,1,2022-01-09
111585,259745,1,0,1,2022-01-08
111586,259756,1,0,1,2022-01-08
111587,259756,1,0,1,2022-01-09
111588,259756,1,1,1,2022-01-12
111589,259756,1,0,1,2022-01-17
111590,259756,1,1,1,2022-01-24
111591,259761,1,0,1,2022-01-17
111592,259761,1,1,1,2022-01-18
111593,259762,1,0,1,2022-01-09
111594,259762,1,0,1,2022-04-25
111595,259766,1,0,1,2022-01-09
111596,259767,1,0,1,2022-01-09
111597,259767,1,1,1,2022-01-10
111598,259767,1,0,1,2022-01-12
111599,259767,1,0,1,2022-01-14
111600,259767,1,1,1,2022-01-16
111601,259767,1,1,1,2022-01-18
111602,259767,1,0,1,2022-04-03
111603,259767,1,0,1,2022-04-04
111604,259767,1,0,1,2022-04-05
111605,259767,1,0,1,2022-04-06
