student_id,quiz_id,question_id,answer_id
258908,289,387,1528
258908,289,400,1582
258908,290,392,1550
258908,290,398,1572
258908,290,402,1587
258908,290,403,1593
258908,291,391,1544
258908,291,395,1562
258908,291,397,1569
258908,292,389,1535
258908,292,390,1541
258908,292,394,1556
258800,537,796,3139
259043,537,796,3139
258803,175,185,725
258800,538,785,3095
259043,538,785,3095
259043,540,781,3078
259043,540,782,3080
259043,540,783,3087
259043,539,789,3109
259043,539,797,3142
259024,488,1069,4215
259024,488,1070,4219
259024,488,1071,4226
259043,541,788,3107
259043,43,72,294
259043,44,910,3594
258913,44,910,3594
258803,176,178,699
259024,489,1072,4227
258908,293,396,1564
258908,293,404,1595
258803,177,198,780
258908,294,399,1576
258908,294,401,1584
258803,178,205,806
258908,295,406,1605
258908,295,420,1661
258800,540,781,3078
258800,540,782,3080
258800,540,783,3087
258800,539,789,3109
258800,539,797,3142
259057,537,796,3139
259057,538,785,3095
258800,541,788,3107
258803,179,204,802
258800,43,72,294
258803,181,210,826
258803,182,190,745
258803,182,197,775
259062,537,796,3139
259067,537,796,3139
259069,537,796,3139
259069,538,785,3094
259069,540,781,3078
259069,540,782,3082
259069,540,783,3085
259069,539,789,3110
259069,539,797,3141
259069,541,788,3108
259067,538,785,3095
259067,540,781,3078
259067,540,782,3080
259067,540,783,3087
259067,539,789,3109
259067,539,797,3142
259067,541,788,3107
259067,43,72,294
259067,44,910,3594
259067,45,822,3249
259071,537,796,3139
259028,248,1088,4290
259028,248,1089,4292
258913,45,822,3249
258913,46,75,309
258876,539,789,3109
258876,539,797,3142
258913,47,76,313
258913,48,743,2916
258913,48,744,2920
258913,48,746,2933
258913,48,747,2939
258913,48,748,2941
258876,541,788,3107
258913,49,83,340
258913,49,84,345
258913,49,787,3103
258913,49,799,3151
258913,50,86,353
258876,43,72,294
259090,537,796,3139
258876,44,910,3594
259028,249,823,3253
259028,249,824,3254
258970,248,1088,4290
258970,248,1089,4294
258970,249,823,3253
258970,249,824,3254
259097,537,796,3140
258970,250,825,3257
258970,250,826,3264
259028,250,825,3257
259028,250,826,3262
258984,539,789,3109
258984,539,797,3142
258984,541,788,3107
258984,43,72,294
258984,44,910,3594
259028,251,827,3267
259028,252,828,3271
259088,537,796,3139
259088,538,785,3095
258908,296,1101,4338
258908,296,1102,4345
258908,296,1103,4351
259113,537,796,3139
258872,537,796,3139
259113,538,785,3095
258872,538,785,3095
259113,540,781,3078
259113,540,782,3081
259113,540,783,3087
259028,253,829,3276
259113,539,789,3109
259113,539,797,3142
259113,541,788,3107
259113,43,72,294
259113,44,910,3594
258908,297,1104,4353
258908,297,1105,4358
258872,540,781,3078
258872,540,782,3080
258872,540,783,3087
258908,298,1106,4362
258908,298,1107,4367
258872,539,789,3109
258872,539,797,3142
258908,299,1108,4368
258908,299,1109,4373
258872,541,788,3107
258908,300,1110,4376
259116,537,796,3140
259116,538,785,3096
258872,43,72,294
258872,44,910,3594
259123,159,793,3127
259123,159,794,3132
259123,160,181,710
259123,161,184,721
259123,161,776,3058
259123,162,209,823
259123,162,215,847
259125,537,796,3139
258955,43,72,294
258955,44,910,3594
259123,163,193,758
258818,537,796,3139
259123,164,177,694
258872,45,822,3249
258818,538,785,3095
258955,45,822,3249
259024,491,1074,4236
259024,491,1199,NULL
259002,161,184,723
259002,161,776,3056
259123,165,206,810
259024,492,1076,4244
259116,540,781,3079
259116,540,782,3082
259116,540,783,3087
259116,539,789,3109
259116,539,797,3141
258908,301,1111,4380
259116,541,788,3108
259024,493,1077,4248
259024,493,1078,4251
259024,493,1132,4463
258908,302,1112,4385
259002,162,209,823
259002,162,215,847
259024,269,1184,4470
259024,269,1185,4473
259024,270,1186,4476
259024,270,1187,4482
259024,270,1188,4484
259024,271,1189,4489
259024,271,1190,4492
259024,271,1191,4496
259002,163,193,758
259026,43,72,294
259002,164,177,695
259106,537,796,3139
259026,44,910,3594
259106,538,785,3095
259090,248,1088,4290
259090,248,1089,4294
259002,165,206,810
259106,540,781,3078
259106,540,782,3080
259106,540,783,3087
259106,539,789,3109
259106,539,797,3142
259106,541,788,3107
259024,272,1192,4497
259024,272,1193,4502
259106,43,72,294
259106,44,910,3594
258908,303,419,1658
258908,304,405,1602
258908,305,423,1673
258908,306,425,1681
258908,307,422,1672
258908,308,421,1665
259002,166,182,715
258908,309,424,1680
259002,167,186,731
259029,537,796,3139
258994,550,1200,4531
258994,550,1201,4536
258994,550,1202,4538
258994,550,1203,4545
258994,550,1204,4550
259029,538,785,3095
259149,538,785,3095
259149,537,796,3139
259149,540,781,3078
259149,540,782,3080
259149,540,783,3087
259106,45,822,3249
259149,539,789,3109
259149,539,797,3142
259149,541,788,3107
259047,537,796,3139
259047,538,785,3095
258862,251,827,3267
258862,252,828,3270
259047,540,781,3078
259047,540,782,3080
259047,540,783,3087
259047,539,789,3109
259047,539,797,3142
259166,149,169,668
259166,149,170,671
259166,150,162,649
259166,151,171,676
259166,151,173,682
259166,152,166,661
259166,152,167,664
259166,153,174,685
259166,154,163,650
259167,537,796,3137
258922,539,789,3109
258922,539,797,3142
258922,541,788,3107
258922,43,72,294
258922,44,910,3594
259172,248,1088,4291
259172,248,1089,4292
259171,537,796,3139
259171,538,785,3095
259171,540,781,3078
259171,540,782,3080
259171,540,783,3087
259134,537,796,3139
259134,538,785,3095
259171,539,789,3110
259171,539,797,3142
259171,541,788,3107
258818,248,1088,4290
258818,248,1089,4294
258809,161,184,723
258809,161,776,3056
258809,162,209,823
258809,162,215,847
258809,163,193,758
258809,164,177,695
258809,165,206,810
258809,166,182,715
258809,167,186,731
259171,43,72,294
258809,168,778,3065
258809,168,779,3069
259171,44,910,3594
258809,169,187,736
258809,169,203,799
259188,248,1088,4290
259188,248,1089,4294
259171,45,822,3249
258800,44,910,3594
259195,537,796,3139
258883,537,796,3139
259195,538,785,3095
258883,538,785,3095
258883,540,781,3078
258883,540,782,3080
258883,540,783,3087
259195,540,781,3078
259195,540,782,3080
259195,540,783,3087
259195,539,789,3109
259195,539,797,3142
259195,541,788,3107
259199,159,793,3127
259199,159,794,3129
259199,160,181,710
259118,537,796,3139
258811,485,1064,4200
258811,485,1065,4201
259118,538,785,3096
259199,161,184,723
259199,161,776,3056
259199,162,209,823
259199,162,215,847
258811,486,1066,4205
258811,486,1067,4209
258924,537,796,3139
258924,538,785,3095
259088,540,781,3079
259088,540,782,3082
259088,540,783,3087
258924,540,781,3078
258924,540,782,3080
258924,540,783,3087
259118,540,781,3078
259118,540,782,3080
259118,540,783,3087
258924,539,789,3109
258924,539,797,3142
259118,539,789,3109
259118,539,797,3142
258924,541,788,3107
259210,537,796,3139
259210,538,785,3095
259118,541,788,3107
259211,44,910,3591
259210,540,781,3078
259210,540,782,3080
259210,540,783,3087
259217,537,796,3139
258955,46,75,309
258984,45,822,3249
259118,43,72,294
259118,44,910,3594
258996,537,796,3139
258984,46,75,309
258885,44,910,3594
259233,537,796,3139
258955,47,76,313
259233,538,785,3095
258955,48,743,2916
258955,48,744,2920
258955,48,746,2933
258955,48,747,2939
258955,48,748,2941
259155,248,1088,4289
259155,248,1089,4295
259233,540,781,3078
259233,540,782,3080
259233,540,783,3087
259155,249,823,3253
259155,249,824,3255
259155,250,825,3257
259155,250,826,3264
259233,539,789,3109
259233,539,797,3142
259233,541,788,3107
259233,43,72,294
259209,537,796,3139
259155,251,827,3267
259209,538,785,3095
259209,540,781,3079
259209,540,782,3080
259209,540,783,3087
259209,539,789,3109
259209,539,797,3141
259209,541,788,3107
259209,43,72,294
259209,44,910,3594
259233,44,910,3594
259209,45,822,3249
259209,46,75,309
259209,47,76,313
259209,48,743,2916
259209,48,744,2920
259209,48,746,2934
259209,48,747,2939
259209,48,748,2941
259209,49,83,340
259209,49,84,344
259209,49,787,3103
259209,49,799,3151
259209,50,86,353
259233,45,822,3249
258840,537,796,3139
258840,538,785,3095
258840,540,781,3076
258840,540,782,3080
258840,540,783,3085
258922,45,822,3249
258840,539,789,3109
258840,539,797,3142
259244,168,778,3065
259244,168,779,3069
259246,436,801,3159
259246,437,662,2575
259246,438,802,3164
259028,255,841,3323
259015,484,1063,4197
259028,256,315,1245
259015,485,1064,4200
259015,485,1065,4201
259155,252,828,3270
259015,486,1066,4205
259015,486,1067,4209
259015,487,1068,4211
258840,541,788,3107
259239,537,796,3140
259239,538,785,3095
258840,43,72,294
259244,436,801,3159
259246,439,803,3167
259244,437,662,2575
259246,440,663,2579
259015,488,1069,4216
259015,488,1070,4219
259015,488,1071,4226
259026,45,822,3249
259246,441,668,2600
259246,442,804,3170
258880,537,796,3139
259244,438,802,3164
259026,46,75,309
259026,47,76,313
259244,439,803,3167
259244,440,663,2579
259244,441,668,2600
259267,248,1088,4290
259267,248,1089,4294
259244,442,804,3170
259267,249,823,3252
259267,249,824,3254
259155,253,829,3275
259244,443,676,2632
259244,444,805,3177
259269,436,801,3159
259155,254,312,1231
259015,489,1072,4227
259015,490,1073,4230
259155,255,841,3323
259011,43,72,294
259244,551,1205,4553
259244,551,1206,4557
259015,491,1074,4236
259015,491,1199,4529
259246,443,676,2632
259246,444,805,3177
259015,390,565,2196
259011,44,910,3594
259015,391,561,2181
259015,391,567,2204
259015,391,569,2210
259015,392,554,2156
259015,392,555,2159
259015,392,556,2161
259015,393,568,2208
259155,256,315,1244
259155,257,830,3278
259155,258,314,1241
259273,248,1088,4290
259273,248,1089,4294
258885,45,822,3249
259273,249,823,3253
259273,249,824,3254
259273,250,825,3257
259273,250,826,3264
259071,538,785,3095
259273,251,827,3267
259278,404,595,2306
259278,404,597,2313
259278,404,604,2343
259278,404,608,2361
259278,404,610,2369
259278,405,598,2319
259278,405,606,2351
259278,405,609,2362
259278,405,832,3286
259258,45,822,3249
259278,406,593,2298
259071,540,781,3078
259071,540,782,3080
259071,540,783,3087
259278,407,594,2301
259278,407,596,2310
259278,537,796,3139
259278,538,785,3095
259278,540,781,3078
259278,540,782,3080
259278,540,783,3087
259283,248,1088,4290
259283,248,1089,4294
259278,539,789,3109
259278,539,797,3142
259283,249,823,3253
259283,249,824,3254
259278,541,788,3107
259278,43,72,294
259278,44,910,3594
259283,250,825,3257
259283,250,826,3264
259283,251,827,3267
259242,159,793,3127
259242,159,794,3132
259242,160,181,710
259289,537,796,3139
259071,539,789,3109
259071,539,797,3142
259289,538,785,3095
259289,540,781,3078
259289,540,782,3080
259289,540,783,3087
259071,541,788,3107
259289,539,789,3109
259289,539,797,3142
259289,541,788,3107
259071,43,72,294
258922,46,75,309
259297,537,796,3139
259299,537,796,3140
259297,538,785,3095
259297,540,781,3078
259297,540,782,3080
259297,540,783,3087
259300,460,768,3024
259300,460,770,3035
259300,460,771,3037
258922,47,76,313
259297,539,789,3109
259297,539,797,3142
259297,541,788,3107
258803,180,213,838
258818,174,196,772
258818,175,185,725
259297,43,72,294
259297,44,910,3594
258922,48,743,2916
258922,48,744,2920
258922,48,746,2933
258922,48,747,2939
258922,48,748,2941
259297,45,822,3249
258922,49,83,340
258922,49,84,345
258922,49,787,3103
258922,49,799,3151
258922,51,87,359
258922,50,86,353
258865,45,822,3249
259269,437,662,2575
258865,46,75,309
259269,438,802,3164
259269,439,803,3167
259269,440,663,2579
259239,540,781,3078
259239,540,782,3080
259239,540,783,3087
259028,258,314,1242
259283,252,828,3270
259028,259,322,NULL
258883,539,789,3109
258883,539,797,3142
259239,539,789,3110
259239,539,797,3141
259028,260,313,1236
259028,261,329,1301
259239,541,788,3107
259239,43,72,294
259239,44,910,3594
258883,43,72,294
258883,44,910,3594
259322,537,796,3139
259322,538,785,3095
259203,537,796,3139
259203,538,785,3095
259322,540,781,3078
259322,540,782,3080
259322,540,783,3087
259322,539,789,3109
259322,539,797,3142
259322,541,788,3107
259318,248,1088,4290
259318,248,1089,4294
258818,176,178,699
259268,537,796,3139
259322,43,72,294
259322,44,910,3594
259268,538,785,3095
259318,249,823,3253
259318,249,824,3254
259318,250,825,3257
259318,250,826,3264
259328,537,796,3139
259318,251,827,3267
259318,252,828,3270
259268,540,781,3078
259268,540,782,3080
259268,540,783,3087
259268,539,789,3109
259268,539,797,3142
259268,541,788,3107
259268,43,72,294
259205,537,796,3139
259268,44,910,3594
259210,539,789,3109
259210,539,797,3142
259210,541,788,3107
259210,43,72,294
259210,44,910,3594
259155,484,1063,4197
259155,485,1064,4200
259155,485,1065,4201
259155,486,1066,4206
259155,486,1067,4209
259155,487,1068,4211
259260,248,1088,4290
259260,248,1089,4294
259260,249,823,3253
259260,249,824,3254
259328,538,785,3095
259264,537,796,3139
259155,488,1069,4216
259155,488,1070,4219
259155,488,1071,4226
259345,537,796,3139
259260,250,825,3257
259260,250,826,3264
259264,538,785,3095
259328,540,781,3078
259328,540,782,3080
259328,540,783,3086
259155,489,1072,4227
259264,540,781,3078
259264,540,782,3080
259264,540,783,3087
259260,251,827,3267
259328,539,789,3109
259328,539,797,3142
259328,541,788,3107
259155,490,1073,4230
259345,538,785,3095
259264,539,789,3109
259264,539,797,3142
259264,541,788,3107
259155,491,1074,4236
259155,491,1199,4529
259143,269,1184,4470
259143,269,1185,4473
259143,270,1186,4475
259143,270,1187,4482
259143,270,1188,4484
259328,43,72,294
259143,271,1189,4489
259143,271,1190,4492
259143,271,1191,4496
259328,44,910,3594
259318,253,829,3275
259155,492,1076,4244
259344,248,1088,4291
259344,248,1089,4295
259271,248,1088,4290
259271,248,1089,4294
259318,254,312,1233
259155,493,1077,4247
259155,493,1078,4251
259155,493,1132,4464
259318,255,841,3323
259268,45,822,3249
259155,494,1080,4260
259110,25,27,107
259110,25,28,113
259110,25,29,115
258818,177,198,780
258818,178,205,806
259268,46,75,309
258818,179,204,802
259364,537,796,3139
258818,159,793,3127
258818,159,794,3132
258818,160,181,710
258818,161,184,723
258818,161,776,3056
258818,162,209,823
258818,162,215,847
258818,163,193,758
259155,495,1081,4262
259155,495,1082,4266
259366,248,1088,4290
259366,248,1089,4294
259366,249,823,3253
259366,249,824,3254
259268,47,76,313
259268,48,743,2916
259268,48,744,2920
259268,48,746,2933
259268,48,747,2939
259268,48,748,2941
259366,250,825,3257
259366,250,826,3264
259268,49,83,340
259268,49,84,345
259268,49,787,3103
259268,49,799,3151
259371,389,589,2287
259371,389,590,2289
259371,389,591,2294
259371,389,592,2296
259268,50,86,353
259155,496,1083,4268
259258,46,75,309
259268,51,87,359
258955,49,83,340
258955,49,84,345
258955,49,787,3103
258955,49,799,3151
258955,50,86,353
258955,51,87,359
259366,251,827,3267
259258,47,76,313
259366,252,828,3270
259258,48,743,2916
259258,48,744,2921
259258,48,746,2933
259258,48,747,2939
259258,48,748,2942
259258,49,83,340
259258,49,84,345
259258,49,787,3103
259258,49,799,3151
259258,50,86,353
259258,51,87,359
259258,537,796,3139
259258,538,785,3095
259258,540,781,3078
259258,540,782,3080
259258,540,783,3087
259258,539,789,3109
259258,539,797,3141
259258,541,788,3107
259258,43,72,294
259258,44,910,3594
259366,253,829,3275
258883,541,788,3107
259258,248,1088,4290
259258,248,1089,4295
258832,248,1088,4290
258832,248,1089,4294
259143,246,1113,4391
259143,246,1114,4394
259143,246,1115,4396
259143,246,1116,4401
258832,249,823,3253
258832,249,824,3254
259258,249,823,3253
259258,249,824,3254
259258,250,825,3257
259258,250,826,3263
259258,251,827,3267
259390,538,785,3096
259106,46,75,309
259106,47,76,313
259300,461,702,2736
259106,48,743,2916
259106,48,744,2920
259106,48,746,2933
259106,48,747,2939
259106,48,748,2941
259354,537,796,3139
259354,538,785,3095
259354,540,781,3078
259354,540,782,3080
259354,540,783,3087
259401,537,796,3139
259401,538,785,3095
258971,45,822,3249
259403,250,825,3260
259403,250,826,3263
259401,540,781,3078
259401,540,782,3080
259401,540,783,3087
259284,537,796,3139
259284,538,785,3095
259284,540,781,3078
259284,540,782,3080
259284,540,783,3087
259284,539,789,3109
259284,539,797,3142
259284,541,788,3107
259258,252,828,3270
259410,537,796,3138
259410,538,785,3095
259378,248,1088,4290
259378,248,1089,4294
258800,45,822,3249
259284,43,72,294
258800,46,75,309
259401,539,789,3109
259401,539,797,3142
259401,541,788,3107
259401,43,72,294
259401,44,910,3594
259068,436,801,3159
259068,437,662,2575
259068,438,802,3164
259068,439,803,3167
259068,440,663,2579
259068,441,668,NULL
259401,45,822,3249
258800,47,76,313
259427,484,1063,4197
259427,485,1064,4200
259427,485,1065,4201
259060,537,796,3139
259060,538,785,3095
259429,537,796,3139
259429,538,785,3095
259433,537,796,3139
259433,538,785,3095
258865,47,76,313
259441,537,796,3139
259445,537,796,3139
259446,541,788,3107
259445,538,785,3095
259068,442,804,3170
259068,443,676,2632
259446,43,72,294
259445,540,781,3078
259445,540,782,3080
259445,540,783,3087
259068,444,805,3177
259447,537,796,3139
259445,539,789,3109
259445,539,797,3142
259446,44,910,3594
259447,538,785,3095
259447,540,781,3078
259447,540,782,3080
259447,540,783,3087
259447,539,789,3109
259447,539,797,3142
259447,541,788,3107
259447,43,72,294
259447,44,910,3594
259211,540,781,3077
259211,540,782,3080
259211,540,783,3085
259211,539,789,3109
259211,539,797,3142
259457,159,793,3127
259457,159,794,3132
259457,160,181,710
259457,161,184,723
259457,161,776,3056
259435,537,796,3139
258996,538,785,3095
259328,45,822,3249
259465,537,796,3139
259465,538,785,3095
259465,540,781,3078
259465,540,782,3080
259465,540,783,3087
259264,43,72,294
259264,44,910,3594
259465,539,789,3109
259465,539,797,3142
259435,538,785,3095
259465,541,788,3107
259462,537,796,3139
259462,538,785,3095
259447,45,822,3249
259264,45,822,3249
259462,540,781,3078
259462,540,782,3080
259462,540,783,3087
259366,254,312,1233
259435,540,781,3078
259435,540,782,3080
259435,540,783,3087
259366,255,841,3323
259462,539,789,3109
259462,539,797,3142
259447,46,75,309
259462,541,788,3107
259002,168,778,3065
259002,168,779,3069
259435,539,789,3109
259435,539,797,3142
259462,43,72,294
259462,44,910,3594
259435,541,788,3107
258984,47,76,313
258984,48,743,2916
258984,48,744,2920
258984,48,746,2933
258984,48,747,2939
258984,48,748,2941
259447,47,76,313
259447,48,743,2916
259447,48,744,2920
259447,48,746,2933
259447,48,747,2939
259447,48,748,2941
259447,49,83,340
259447,49,84,345
259447,49,787,3103
259447,49,799,3151
259447,50,86,353
259447,51,87,359
258915,537,796,3139
259486,537,796,3139
259487,159,793,3127
259487,159,794,3132
259487,160,181,712
259487,161,184,724
259487,161,776,3056
259378,249,823,3253
259378,249,824,3254
259378,250,825,3257
259378,250,826,3263
259487,162,209,822
259487,162,215,845
259378,251,827,3267
259487,163,193,NULL
259487,164,177,695
259489,159,793,3127
259489,159,794,3132
259489,160,181,710
259489,161,184,723
259489,161,776,3056
259489,162,209,823
259489,162,215,847
259489,163,193,758
259489,164,177,695
259489,165,206,810
259489,166,182,715
259489,167,186,731
259489,168,778,3065
259489,168,779,3069
259487,165,206,810
259487,166,182,715
259487,167,186,731
259174,537,796,3139
258832,250,825,3257
258832,250,826,3263
259174,538,785,3095
259258,253,829,3275
258832,251,827,3267
258832,252,828,3270
259506,159,793,3127
259506,159,794,3132
259258,254,312,1233
259106,50,86,353
259258,255,841,3323
259106,51,87,359
259026,48,743,2916
259026,48,744,2920
259026,48,746,2933
259026,48,747,2937
259026,48,748,2941
259510,537,796,3139
259506,160,181,710
259513,160,181,710
259506,161,184,723
259506,161,776,3056
259506,162,209,823
259506,162,215,847
259284,44,910,3594
259506,163,193,758
259506,164,177,695
259510,538,785,3095
259284,45,822,3249
259510,540,781,3078
259510,540,782,3080
259510,540,783,3087
259354,539,789,3109
259354,539,797,3142
259510,539,789,3109
259510,539,797,3142
259510,541,788,3107
259510,43,72,294
259506,165,206,810
259174,540,781,3078
259174,540,782,3080
259174,540,783,3087
259174,539,789,3109
259174,539,797,3142
259525,537,796,3140
259174,541,788,3107
259506,166,182,715
259354,44,910,3594
259174,43,72,294
259506,167,186,731
259258,256,315,1245
259258,257,830,3278
258800,48,743,2916
258800,48,744,2920
258800,48,746,2933
258800,48,747,2939
258800,48,748,2941
259174,44,910,3594
259258,258,314,1242
258800,49,83,340
258800,49,84,345
258800,49,787,3103
258800,49,799,3151
259174,45,822,3249
258800,50,86,353
259258,259,322,1274
259258,260,313,1236
258800,51,87,359
259258,261,329,1301
259258,262,331,1307
259506,168,778,3065
259506,168,779,3069
259462,45,822,3249
259506,169,187,736
259506,169,203,799
259426,537,796,3139
259174,46,75,309
259426,538,785,3095
259187,537,796,3140
259533,537,796,3139
259533,538,785,3095
259510,44,910,3594
259547,537,796,3139
259548,249,823,3253
259548,249,824,3254
259548,250,825,3257
259548,250,826,3264
259548,251,827,3267
259548,252,828,3270
259408,159,793,3127
259408,159,794,3132
259408,160,181,709
259408,161,184,723
259408,161,776,3056
259560,537,796,3139
259408,181,210,826
